x,MeanCluster6,MeanCluster5,MeanCluster4,MeanCluster3,MeanCluster2,MeanCluster1
1.138,0.5562,0.62958,0.529536,0.4946125,0.402511111,0.3198
1.139,0.55645,0.62988,0.529792,0.4948375,0.4027,0.32
1.14,0.5566,0.63011,0.530012,0.4950875,0.4029,0.3203
1.141,0.55675,0.63027,0.530212,0.4953375,0.403122222,0.3205
1.142,0.55695,0.6305,0.530484,0.49565,0.403377778,0.3206
1.143,0.55715,0.6307,0.530692,0.495825,0.403555556,0.3208
1.144,0.5574,0.63092,0.530884,0.496,0.403711111,0.321
1.145,0.5575,0.63116,0.531072,0.4961375,0.403877778,0.3212
1.146,0.55765,0.63149,0.531296,0.4963125,0.404077778,0.3214
1.147,0.5579,0.63166,0.53144,0.49645,0.404288889,0.3215
1.148,0.5581,0.63182,0.53158,0.4966,0.404488889,0.3216
1.149,0.5582,0.63197,0.531756,0.4967875,0.404644444,0.3217
1.15,0.5584,0.63221,0.532,0.497025,0.404811111,0.3219
1.151,0.55855,0.63242,0.532132,0.4972125,0.404988889,0.3221
1.152,0.55865,0.63263,0.532272,0.4973625,0.405144444,0.3223
1.153,0.55895,0.63284,0.532536,0.4975875,0.405366667,0.3226
1.154,0.5591,0.63294,0.532732,0.4977125,0.405533333,0.3227
1.155,0.5593,0.63313,0.532912,0.4978875,0.405677778,0.3228
1.156,0.5595,0.63336,0.53306,0.4981125,0.405844444,0.3228
1.157,0.55955,0.63354,0.53324,0.4983125,0.406011111,0.323
1.158,0.5598,0.63382,0.533488,0.498525,0.406177778,0.3233
1.159,0.56,0.63399,0.533708,0.498675,0.406366667,0.3236
1.16,0.56005,0.6342,0.533848,0.4988125,0.406555556,0.3237
1.161,0.5602,0.63441,0.534004,0.498975,0.4068,0.3239
1.162,0.56045,0.6347,0.53426,0.4992375,0.407066667,0.3243
1.163,0.56065,0.63494,0.534468,0.4994375,0.407288889,0.3246
1.164,0.5609,0.63513,0.534668,0.4996,0.407444444,0.3247
1.165,0.56105,0.6353,0.534856,0.499825,0.4076,0.3249
1.166,0.56125,0.63544,0.535024,0.5000125,0.407811111,0.325
1.167,0.56155,0.63564,0.535204,0.5002,0.407988889,0.3252
1.168,0.5617,0.63594,0.535464,0.50045,0.408222222,0.3254
1.169,0.56185,0.63619,0.535668,0.5006875,0.408422222,0.3257
1.17,0.5621,0.63639,0.53586,0.500875,0.408544444,0.3258
1.171,0.56235,0.63664,0.536036,0.5010375,0.408655556,0.3258
1.172,0.56255,0.63687,0.53624,0.5012125,0.408844444,0.3261
1.173,0.56275,0.63709,0.536448,0.5014,0.409022222,0.3264
1.174,0.5629,0.63725,0.536636,0.50155,0.409155556,0.3267
1.175,0.56305,0.6374,0.536824,0.5017125,0.409322222,0.327
1.176,0.5632,0.63757,0.536996,0.5019125,0.4095,0.3272
1.177,0.56335,0.63774,0.537156,0.502025,0.409666667,0.3272
1.178,0.56355,0.63791,0.53734,0.5022,0.409833333,0.3274
1.179,0.56375,0.63809,0.537496,0.5024,0.410044444,0.3275
1.18,0.56385,0.63821,0.53764,0.50255,0.410233333,0.3276
1.181,0.56395,0.63838,0.537796,0.5027,0.410377778,0.3277
1.182,0.5641,0.63856,0.537984,0.5028625,0.410533333,0.3279
1.183,0.56425,0.6387,0.53816,0.503025,0.4107,0.3279
1.184,0.5644,0.63887,0.538316,0.503175,0.410822222,0.3281
1.185,0.5646,0.63902,0.538444,0.5033125,0.410955556,0.3283
1.186,0.56475,0.63914,0.538576,0.5034625,0.411088889,0.3283
1.187,0.5648,0.63929,0.538728,0.5035625,0.411233333,0.3285
1.188,0.5648,0.63945,0.538884,0.5036875,0.411377778,0.3288
1.189,0.56485,0.6396,0.539012,0.5038375,0.411522222,0.329
1.19,0.56495,0.63966,0.539084,0.5039375,0.4116,0.3291
1.191,0.5651,0.63979,0.5392,0.504025,0.411711111,0.3292
1.192,0.5653,0.63989,0.539344,0.5041375,0.411844444,0.3293
1.193,0.5654,0.64,0.539492,0.5043,0.411966667,0.3293
1.194,0.5654,0.64009,0.539504,0.504325,0.412022222,0.3294
1.195,0.56545,0.6402,0.53962,0.504475,0.412122222,0.3297
1.196,0.5655,0.64026,0.539732,0.5046125,0.412266667,0.3299
1.197,0.5655,0.64036,0.539848,0.5047625,0.412433333,0.3301
1.198,0.5654,0.64042,0.539912,0.504825,0.412566667,0.3302
1.199,0.5655,0.64056,0.540024,0.50495,0.412688889,0.3304
1.2,0.5656,0.64062,0.540036,0.505,0.412688889,0.3305
1.201,0.5658,0.64071,0.540116,0.5050875,0.412744444,0.3307
1.202,0.56595,0.64081,0.540236,0.5051625,0.4128,0.3308
1.203,0.566,0.6408,0.5403,0.505225,0.412866667,0.3309
1.204,0.566,0.64083,0.540404,0.5053125,0.413011111,0.3309
1.205,0.56585,0.64081,0.540428,0.5053375,0.413055556,0.331
1.206,0.5659,0.64093,0.540516,0.5054875,0.413122222,0.3312
1.207,0.566,0.64096,0.540576,0.5056125,0.413144444,0.3314
1.208,0.5661,0.64103,0.5406,0.505675,0.413188889,0.3314
1.209,0.5663,0.6412,0.540712,0.5057625,0.413344444,0.3315
1.21,0.56625,0.64131,0.540804,0.505825,0.413422222,0.3316
1.211,0.56625,0.64139,0.540896,0.50595,0.413533333,0.3317
1.212,0.5663,0.64139,0.540912,0.505925,0.4136,0.3317
1.213,0.5663,0.64138,0.54096,0.5060125,0.413677778,0.3318
1.214,0.56645,0.64144,0.54106,0.506125,0.413811111,0.3319
1.215,0.5664,0.64149,0.541128,0.506175,0.413811111,0.332
1.216,0.56645,0.64154,0.541168,0.5062625,0.413844444,0.332
1.217,0.5665,0.6417,0.541284,0.5064,0.413877778,0.3321
1.218,0.5665,0.64174,0.541324,0.50645,0.413955556,0.3323
1.219,0.5665,0.64179,0.541356,0.506525,0.414011111,0.3324
1.22,0.56665,0.64185,0.541428,0.50665,0.414144444,0.3325
1.221,0.56665,0.64185,0.541448,0.5067,0.414166667,0.3326
1.222,0.56675,0.64187,0.54148,0.506725,0.414211111,0.3328
1.223,0.56685,0.64198,0.541588,0.5068,0.414311111,0.3329
1.224,0.5669,0.64201,0.54162,0.5068625,0.414366667,0.333
1.225,0.567,0.64207,0.541656,0.506975,0.414433333,0.3331
1.226,0.56715,0.64216,0.541712,0.50705,0.414522222,0.3332
1.227,0.56725,0.64229,0.541832,0.5071875,0.414677778,0.3333
1.228,0.56725,0.64232,0.54188,0.5072375,0.4147,0.3333
1.229,0.56715,0.64233,0.541932,0.5073,0.414755556,0.3334
1.23,0.5671,0.64241,0.542016,0.5074125,0.414833333,0.3334
1.231,0.5671,0.64244,0.54202,0.5074875,0.4149,0.3336
1.232,0.5671,0.64245,0.54204,0.507575,0.414966667,0.3338
1.233,0.5672,0.64258,0.542164,0.5076875,0.415033333,0.3339
1.234,0.56725,0.64265,0.542224,0.5077,0.415044444,0.334
1.235,0.56735,0.6427,0.542296,0.5077875,0.415111111,0.3342
1.236,0.56755,0.64285,0.542428,0.507875,0.415244444,0.3344
1.237,0.5675,0.64295,0.542492,0.50795,0.4153,0.3344
1.238,0.56745,0.64303,0.542548,0.5080625,0.415366667,0.3344
1.239,0.56755,0.64313,0.54266,0.5082,0.415433333,0.3344
1.24,0.5676,0.6432,0.542696,0.5083,0.415433333,0.3344
1.241,0.56775,0.6433,0.5428,0.5084125,0.4155,0.3345
1.242,0.56775,0.64332,0.542836,0.50845,0.4156,0.3346
1.243,0.5678,0.64342,0.54292,0.5085375,0.415744444,0.3347
1.244,0.56785,0.6435,0.542948,0.5085625,0.415855556,0.3348
1.245,0.56805,0.64364,0.543072,0.5087125,0.416033333,0.3349
1.246,0.5681,0.64374,0.543156,0.508825,0.416122222,0.335
1.247,0.5682,0.64388,0.543292,0.5089375,0.416222222,0.3352
1.248,0.5682,0.64393,0.543356,0.50895,0.416244444,0.3353
1.249,0.5683,0.64404,0.543472,0.5090875,0.416288889,0.3354
1.25,0.56835,0.64413,0.54352,0.5092,0.416377778,0.3355
1.251,0.5685,0.64428,0.543616,0.509325,0.416455556,0.3356
1.252,0.56855,0.64436,0.543736,0.5094625,0.416566667,0.3358
1.253,0.5686,0.64441,0.543792,0.50955,0.416677778,0.336
1.254,0.5687,0.64454,0.54392,0.5097125,0.416855556,0.3362
1.255,0.5688,0.6447,0.544064,0.50985,0.417033333,0.3364
1.256,0.569,0.64485,0.544208,0.5099875,0.417122222,0.3365
1.257,0.56905,0.64489,0.544296,0.51,0.417166667,0.3365
1.258,0.5692,0.64499,0.544376,0.5100875,0.417266667,0.3367
1.259,0.56935,0.64511,0.54446,0.5102,0.417322222,0.3368
1.26,0.5694,0.64523,0.544612,0.5103625,0.417444444,0.3369
1.261,0.5695,0.64538,0.544764,0.5105625,0.417555556,0.3369
1.262,0.56955,0.64554,0.544884,0.5107,0.417677778,0.337
1.263,0.5697,0.64572,0.544992,0.5108625,0.417866667,0.3371
1.264,0.5698,0.64581,0.54502,0.5109125,0.417977778,0.3371
1.265,0.5699,0.64591,0.545092,0.511,0.418111111,0.3372
1.266,0.57,0.646,0.545212,0.5111375,0.418233333,0.3374
1.267,0.57015,0.64612,0.545372,0.5112875,0.418288889,0.3375
1.268,0.57025,0.64625,0.545492,0.5113875,0.418344444,0.3377
1.269,0.5702,0.64633,0.545588,0.511475,0.418411111,0.338
1.27,0.5703,0.64649,0.545708,0.5115625,0.418511111,0.3382
1.271,0.57055,0.64669,0.54586,0.511725,0.418644444,0.3384
1.272,0.57065,0.64688,0.546004,0.5118375,0.418788889,0.3385
1.273,0.57085,0.64708,0.54618,0.5120125,0.418955556,0.3386
1.274,0.57095,0.64716,0.546304,0.5121625,0.419088889,0.3387
1.275,0.571,0.64724,0.546412,0.51225,0.419211111,0.3387
1.276,0.5711,0.64733,0.546536,0.51235,0.419333333,0.3388
1.277,0.57135,0.64753,0.546672,0.51245,0.419466667,0.339
1.278,0.5716,0.64767,0.546804,0.51255,0.4196,0.3392
1.279,0.5718,0.64782,0.546916,0.5127,0.419666667,0.3393
1.28,0.5719,0.64796,0.547012,0.51285,0.419766667,0.3395
1.281,0.5719,0.64807,0.547136,0.5129625,0.419888889,0.3396
1.282,0.57195,0.64817,0.547244,0.5130875,0.419988889,0.3397
1.283,0.57205,0.64829,0.547364,0.5131875,0.420111111,0.3397
1.284,0.5722,0.64849,0.547544,0.513375,0.420255556,0.3398
1.285,0.57235,0.64863,0.547616,0.513475,0.420366667,0.3399
1.286,0.5725,0.64878,0.547704,0.5136,0.420511111,0.34
1.287,0.57265,0.64889,0.547828,0.5137125,0.420622222,0.3401
1.288,0.57285,0.64896,0.547932,0.5137875,0.420733333,0.3402
1.289,0.5729,0.64906,0.548052,0.5139,0.4208,0.3403
1.29,0.573,0.64917,0.548164,0.5139875,0.420822222,0.3403
1.291,0.5731,0.64923,0.54824,0.51405,0.420855556,0.3405
1.292,0.57315,0.64934,0.548284,0.5141625,0.420977778,0.3406
1.293,0.5733,0.64953,0.548396,0.5142625,0.421144444,0.3408
1.294,0.57345,0.64969,0.548492,0.51435,0.421244444,0.341
1.295,0.5736,0.64982,0.548576,0.5144375,0.421366667,0.3411
1.296,0.57365,0.64991,0.548672,0.5145625,0.421488889,0.3412
1.297,0.5737,0.65002,0.548788,0.5146875,0.4216,0.3412
1.298,0.5738,0.65013,0.548872,0.5147625,0.421655556,0.3413
1.299,0.5738,0.65021,0.54898,0.51485,0.421722222,0.3414
1.3,0.574,0.65031,0.549048,0.5149875,0.421766667,0.3415
1.301,0.57415,0.65035,0.549108,0.51505,0.421833333,0.3416
1.302,0.57425,0.65047,0.549192,0.515175,0.421944444,0.3417
1.303,0.5743,0.65058,0.549268,0.5153125,0.422044444,0.3418
1.304,0.57425,0.6507,0.549364,0.5153875,0.422144444,0.3418
1.305,0.57425,0.65084,0.549448,0.5155,0.422188889,0.3419
1.306,0.57425,0.65095,0.549536,0.51555,0.422233333,0.3418
1.307,0.5743,0.65102,0.549636,0.515625,0.422288889,0.3417
1.308,0.57455,0.65108,0.549696,0.5156375,0.422366667,0.3418
1.309,0.57485,0.65113,0.549736,0.5156625,0.422466667,0.342
1.31,0.5749,0.65121,0.549784,0.515725,0.422533333,0.3421
1.311,0.57495,0.65128,0.549832,0.5157875,0.422588889,0.3423
1.312,0.57495,0.65131,0.549852,0.515825,0.422622222,0.3424
1.313,0.5749,0.65142,0.549952,0.5159125,0.4227,0.3426
1.314,0.575,0.65149,0.550028,0.5159875,0.422811111,0.3428
1.315,0.5751,0.6515,0.550088,0.516075,0.422855556,0.3429
1.316,0.57515,0.65151,0.55012,0.5161375,0.422877778,0.3429
1.317,0.57525,0.65156,0.550172,0.516225,0.422966667,0.3429
1.318,0.57535,0.65163,0.550212,0.51625,0.422988889,0.3429
1.319,0.57535,0.65165,0.550188,0.5162125,0.422966667,0.343
1.32,0.57545,0.65175,0.550212,0.5162375,0.423044444,0.3431
1.321,0.5755,0.65181,0.550272,0.5163125,0.4231,0.3432
1.322,0.5755,0.65189,0.5503,0.516375,0.423166667,0.3434
1.323,0.5755,0.65187,0.550324,0.516425,0.423222222,0.3434
1.324,0.5754,0.65179,0.550268,0.5164125,0.423188889,0.3434
1.325,0.57545,0.6518,0.550312,0.51645,0.423222222,0.3434
1.326,0.5755,0.6518,0.550336,0.5164625,0.423211111,0.3434
1.327,0.5755,0.65183,0.550388,0.516475,0.4232,0.3435
1.328,0.5755,0.65185,0.550424,0.5164125,0.423188889,0.3436
1.329,0.5755,0.65182,0.55036,0.5164,0.423211111,0.3435
1.33,0.5755,0.65184,0.55034,0.5164375,0.423244444,0.3435
1.331,0.5755,0.65184,0.550348,0.51645,0.423233333,0.3435
1.332,0.5756,0.65183,0.550372,0.5164125,0.423211111,0.3435
1.333,0.57545,0.65177,0.550324,0.5163875,0.423222222,0.3436
1.334,0.5754,0.65178,0.550344,0.5163875,0.423277778,0.3437
1.335,0.57545,0.65178,0.550364,0.5164125,0.423311111,0.3437
1.336,0.5755,0.65177,0.550348,0.5164625,0.423344444,0.3438
1.337,0.57545,0.65171,0.550268,0.5164,0.4233,0.3438
1.338,0.5755,0.65173,0.550264,0.5163625,0.423322222,0.3438
1.339,0.5755,0.65174,0.550256,0.5163125,0.4233,0.3438
1.34,0.5755,0.6516,0.550164,0.516225,0.423277778,0.3438
1.341,0.5755,0.65158,0.550144,0.5162125,0.423288889,0.3438
1.342,0.57555,0.65154,0.550116,0.516225,0.423266667,0.3439
1.343,0.5755,0.65142,0.55002,0.516175,0.4232,0.3439
1.344,0.57545,0.65141,0.549968,0.5162125,0.423222222,0.344
1.345,0.57545,0.65143,0.549928,0.5162125,0.423233333,0.344
1.346,0.5754,0.65146,0.5499,0.516175,0.423277778,0.3439
1.347,0.5753,0.65139,0.549836,0.5161,0.423255556,0.3438
1.348,0.5753,0.65141,0.549828,0.5160625,0.4232,0.3438
1.349,0.57535,0.65136,0.549804,0.516,0.423144444,0.3438
1.35,0.57525,0.65117,0.549668,0.515875,0.4231,0.3439
1.351,0.5753,0.65104,0.54958,0.51575,0.423077778,0.344
1.352,0.57525,0.65103,0.549548,0.515725,0.423077778,0.344
1.353,0.5752,0.65093,0.549444,0.5156375,0.423044444,0.3439
1.354,0.57515,0.65094,0.549412,0.5156375,0.423033333,0.3439
1.355,0.5751,0.65094,0.549372,0.5156375,0.423011111,0.3439
1.356,0.5752,0.65074,0.549264,0.515575,0.422911111,0.3439
1.357,0.57525,0.6506,0.549216,0.51555,0.422844444,0.3439
1.358,0.57525,0.65058,0.54912,0.5155125,0.422822222,0.344
1.359,0.5752,0.65052,0.549016,0.51545,0.422788889,0.3442
1.36,0.57505,0.6504,0.548924,0.51535,0.4227,0.3441
1.361,0.57495,0.65034,0.548908,0.5153,0.422644444,0.3441
1.362,0.57485,0.6503,0.548852,0.5152375,0.422644444,0.344
1.363,0.57465,0.65019,0.548704,0.5151625,0.422622222,0.3439
1.364,0.5746,0.65012,0.548624,0.5151,0.422588889,0.3439
1.365,0.5745,0.65003,0.548536,0.5150125,0.422522222,0.3438
1.366,0.57445,0.64987,0.548388,0.5148625,0.4224,0.3436
1.367,0.5745,0.64978,0.548236,0.514825,0.422288889,0.3435
1.368,0.5745,0.64963,0.548088,0.5146875,0.422211111,0.3434
1.369,0.57455,0.64951,0.547964,0.514525,0.422133333,0.3435
1.37,0.5744,0.64929,0.547764,0.5143125,0.421988889,0.3434
1.371,0.5742,0.64912,0.547596,0.5141375,0.421877778,0.3434
1.372,0.57395,0.64894,0.547392,0.5139625,0.421733333,0.3433
1.373,0.5738,0.6487,0.547156,0.51375,0.421522222,0.3432
1.374,0.57355,0.64838,0.546828,0.513475,0.421277778,0.343
1.375,0.5734,0.64803,0.546472,0.5131875,0.421011111,0.3427
1.376,0.57325,0.64771,0.546116,0.512875,0.420744444,0.3425
1.377,0.573,0.64736,0.545688,0.512475,0.420455556,0.3423
1.378,0.57275,0.64692,0.545204,0.512025,0.4201,0.342
1.379,0.57245,0.64645,0.544696,0.5115875,0.419722222,0.3418
1.38,0.57215,0.64598,0.544224,0.5111625,0.419355556,0.3415
1.381,0.57185,0.64549,0.543696,0.5106625,0.418911111,0.3411
1.382,0.57155,0.64495,0.543176,0.510125,0.418477778,0.3407
1.383,0.57115,0.64425,0.542516,0.5095125,0.417955556,0.3403
1.384,0.57085,0.64359,0.5419,0.50895,0.417466667,0.3399
1.385,0.57035,0.6429,0.541172,0.5082125,0.416911111,0.3393
1.386,0.56985,0.64221,0.540448,0.5075,0.416366667,0.3387
1.387,0.56925,0.64133,0.539552,0.5067,0.415655556,0.3381
1.388,0.56865,0.64045,0.538628,0.5058625,0.414933333,0.3375
1.389,0.56815,0.63963,0.53776,0.505125,0.4142,0.3369
1.39,0.5677,0.63877,0.536852,0.504375,0.413477778,0.3361
1.391,0.5671,0.63789,0.535984,0.503575,0.412755556,0.3356
1.392,0.56645,0.63699,0.535096,0.5027375,0.412011111,0.335
1.393,0.5658,0.63601,0.534108,0.5018375,0.411255556,0.3344
1.394,0.56515,0.63504,0.533076,0.50085,0.410488889,0.3338
1.395,0.5644,0.63399,0.532,0.4998375,0.4096,0.3331
1.396,0.56365,0.63286,0.530884,0.4987875,0.408655556,0.3323
1.397,0.5629,0.63178,0.529792,0.497775,0.407744444,0.3316
1.398,0.5622,0.63077,0.528732,0.496825,0.406811111,0.3309
1.399,0.5615,0.62976,0.527684,0.4958625,0.4059,0.3301
1.4,0.5607,0.62879,0.526668,0.4949375,0.405033333,0.3293
1.401,0.5599,0.62775,0.525612,0.493925,0.404111111,0.3285
1.402,0.5591,0.62664,0.524472,0.49285,0.403144444,0.3277
1.403,0.55835,0.62552,0.523328,0.491775,0.402155556,0.3269
1.404,0.55755,0.6243,0.522132,0.4907375,0.401222222,0.3262
1.405,0.55675,0.62315,0.520992,0.4896625,0.400288889,0.3254
1.406,0.55595,0.62211,0.5199,0.488625,0.3994,0.3247
1.407,0.55515,0.62108,0.518824,0.4875875,0.398488889,0.3239
1.408,0.55455,0.6201,0.517828,0.4866125,0.397622222,0.3234
1.409,0.5538,0.61901,0.516752,0.485575,0.396722222,0.3227
1.41,0.5531,0.6179,0.515588,0.48455,0.395866667,0.322
1.411,0.55235,0.61685,0.514468,0.4835375,0.395022222,0.3213
1.412,0.55185,0.6159,0.513496,0.4826,0.394266667,0.3208
1.413,0.55125,0.61498,0.512544,0.4817,0.3935,0.3202
1.414,0.55075,0.61442,0.5119,0.4811,0.392977778,0.3198
1.415,0.55025,0.61384,0.511216,0.4804625,0.392444444,0.3193
1.416,0.55,0.61345,0.510784,0.480025,0.392144444,0.3191
1.417,0.5497,0.61304,0.510384,0.4795875,0.391866667,0.3189
1.418,0.54965,0.61292,0.510264,0.4794125,0.391877778,0.319
1.419,0.5497,0.61286,0.51022,0.479325,0.392,0.3191
1.42,0.54995,0.61318,0.5105,0.4795375,0.392311111,0.3194
1.421,0.5502,0.61351,0.510832,0.4798,0.392644444,0.3198
1.422,0.5505,0.61398,0.511296,0.480075,0.393066667,0.3202
1.423,0.5509,0.61447,0.511812,0.4804,0.3935,0.3206
1.424,0.5513,0.61513,0.512472,0.4808875,0.394022222,0.321
1.425,0.55165,0.61572,0.513116,0.481325,0.394522222,0.3214
1.426,0.552,0.61633,0.513748,0.481775,0.395088889,0.3219
1.427,0.5524,0.61694,0.514388,0.482275,0.3957,0.3225
1.428,0.55285,0.61763,0.5151,0.4829,0.396388889,0.3232
1.429,0.5533,0.61829,0.515768,0.4835,0.397088889,0.3239
1.43,0.5537,0.6189,0.516416,0.4840375,0.397688889,0.3245
1.431,0.55415,0.61947,0.51704,0.4845625,0.398266667,0.3248
1.432,0.5546,0.62007,0.517708,0.485125,0.3988,0.3252
1.433,0.55485,0.62058,0.518304,0.4855625,0.3993,0.3255
1.434,0.55525,0.6211,0.518908,0.4860375,0.399788889,0.3258
1.435,0.55575,0.62174,0.519576,0.4865,0.400333333,0.3263
1.436,0.55615,0.62233,0.520164,0.486975,0.400888889,0.3267
1.437,0.5566,0.62292,0.520736,0.48745,0.401477778,0.3272
1.438,0.55695,0.62349,0.521312,0.4878875,0.401988889,0.3276
1.439,0.5573,0.62409,0.521956,0.488375,0.402466667,0.328
1.44,0.55765,0.6246,0.522508,0.4887625,0.4029,0.3284
1.441,0.558,0.62498,0.523052,0.48915,0.403344444,0.3288
1.442,0.5584,0.6254,0.523568,0.489575,0.403788889,0.3292
1.443,0.55865,0.62583,0.524048,0.48995,0.4042,0.3295
1.444,0.55905,0.62635,0.524564,0.4903875,0.404655556,0.3299
1.445,0.55935,0.62684,0.525056,0.4907875,0.405055556,0.3301
1.446,0.5597,0.62729,0.525524,0.4912375,0.405444444,0.3304
1.447,0.56,0.62759,0.525936,0.491575,0.405855556,0.3308
1.448,0.56025,0.62793,0.526356,0.4919375,0.406211111,0.3312
1.449,0.5605,0.62839,0.526796,0.4922875,0.406566667,0.3314
1.45,0.5608,0.62878,0.527172,0.49265,0.406888889,0.3317
1.451,0.5611,0.6292,0.527528,0.49295,0.4071,0.3319
1.452,0.5614,0.6296,0.527888,0.493275,0.407366667,0.3321
1.453,0.5616,0.62984,0.528244,0.493575,0.407666667,0.3324
1.454,0.56175,0.63007,0.528588,0.49385,0.407977778,0.3326
1.455,0.56195,0.6304,0.528912,0.4942625,0.408255556,0.333
1.456,0.56215,0.63067,0.52916,0.4946125,0.408544444,0.3332
1.457,0.5624,0.63087,0.529396,0.494875,0.408755556,0.3333
1.458,0.56265,0.63108,0.529636,0.4951125,0.409011111,0.3333
1.459,0.56285,0.63129,0.529892,0.495375,0.409211111,0.3334
1.46,0.563,0.6315,0.53016,0.4955875,0.409422222,0.3336
1.461,0.5631,0.63179,0.530432,0.4958125,0.409555556,0.3338
1.462,0.56315,0.63211,0.53068,0.496075,0.409766667,0.3341
1.463,0.56325,0.63229,0.530912,0.4962875,0.409933333,0.3342
1.464,0.5633,0.63242,0.531132,0.4965375,0.410088889,0.3343
1.465,0.5635,0.63259,0.531312,0.49675,0.410266667,0.3345
1.466,0.56375,0.63274,0.531524,0.49695,0.410455556,0.3346
1.467,0.56395,0.63296,0.531764,0.497175,0.410677778,0.3348
1.468,0.56415,0.63327,0.532076,0.4974625,0.410933333,0.3351
1.469,0.5644,0.63359,0.532384,0.497725,0.411155556,0.3353
1.47,0.56465,0.63391,0.532708,0.4980125,0.411422222,0.3355
1.471,0.56485,0.63416,0.532944,0.4983,0.411633333,0.3357
1.472,0.56495,0.63432,0.533188,0.4985125,0.411811111,0.3359
1.473,0.5652,0.63455,0.533432,0.4988,0.412011111,0.3361
1.474,0.5655,0.63483,0.533708,0.499075,0.412244444,0.3364
1.475,0.56575,0.63518,0.53402,0.4994125,0.412544444,0.3366
1.476,0.566,0.63556,0.534396,0.49975,0.4129,0.3368
1.477,0.5662,0.63594,0.534772,0.5001125,0.413233333,0.337
1.478,0.56645,0.63617,0.535052,0.5004625,0.413488889,0.3373
1.479,0.56665,0.6365,0.535408,0.5007875,0.4138,0.3377
1.48,0.56685,0.63686,0.535748,0.501075,0.414077778,0.338
1.481,0.56705,0.63719,0.536068,0.5013125,0.414333333,0.3382
1.482,0.5672,0.63758,0.53642,0.5016,0.414577778,0.3383
1.483,0.5674,0.63791,0.53678,0.5019,0.414811111,0.3384
1.484,0.5676,0.63826,0.537124,0.5022375,0.415133333,0.3389
1.485,0.56785,0.6386,0.537472,0.5025875,0.415455556,0.3392
1.486,0.56815,0.63893,0.537824,0.5029,0.415766667,0.3394
1.487,0.5684,0.63928,0.538164,0.503225,0.416044444,0.3397
1.488,0.5687,0.63957,0.538476,0.503475,0.416233333,0.3399
1.489,0.5689,0.63985,0.538776,0.5037625,0.416488889,0.3401
1.49,0.5691,0.64012,0.539068,0.5040875,0.416744444,0.3403
1.491,0.56925,0.6404,0.539376,0.5044,0.417022222,0.3406
1.492,0.56945,0.64076,0.539704,0.5046875,0.417277778,0.341
1.493,0.5696,0.64111,0.54004,0.505,0.417555556,0.3413
1.494,0.5698,0.64141,0.540372,0.505275,0.417777778,0.3414
1.495,0.56995,0.64164,0.54062,0.5055375,0.417955556,0.3415
1.496,0.5701,0.64186,0.540844,0.5057875,0.418222222,0.3418
1.497,0.57025,0.64206,0.541088,0.5060625,0.418466667,0.342
1.498,0.57045,0.64233,0.541324,0.506325,0.418688889,0.3422
1.499,0.5707,0.64262,0.541568,0.5066,0.418922222,0.3424
1.5,0.57095,0.64297,0.541844,0.5068875,0.419144444,0.3426
1.501,0.57125,0.6433,0.542136,0.5071625,0.419422222,0.3428
1.502,0.57145,0.64358,0.542392,0.507475,0.4197,0.3431
1.503,0.57165,0.64381,0.542664,0.507775,0.419944444,0.3433
1.504,0.57175,0.644,0.542904,0.50805,0.420066667,0.3435
1.505,0.57185,0.64418,0.543144,0.508275,0.420211111,0.3437
1.506,0.572,0.64442,0.543376,0.50855,0.420411111,0.3439
1.507,0.5721,0.6446,0.543568,0.5088,0.420588889,0.344
1.508,0.57235,0.64484,0.543844,0.509025,0.420877778,0.3443
1.509,0.5726,0.6451,0.54412,0.509275,0.421155556,0.3447
1.51,0.57285,0.64536,0.544336,0.5095375,0.421311111,0.3448
1.511,0.57305,0.64563,0.544552,0.5097875,0.421455556,0.3449
1.512,0.57315,0.64582,0.544716,0.51,0.421666667,0.3451
1.513,0.57325,0.646,0.54488,0.5102,0.421855556,0.3453
1.514,0.57335,0.6462,0.545108,0.510425,0.422066667,0.3455
1.515,0.57345,0.64641,0.545344,0.5106375,0.4223,0.3459
1.516,0.57365,0.64662,0.545572,0.5108625,0.422488889,0.3461
1.517,0.5739,0.64683,0.545788,0.5111,0.422677778,0.3463
1.518,0.5741,0.64707,0.54598,0.5113,0.422844444,0.3465
1.519,0.5744,0.64733,0.546136,0.5115,0.423011111,0.3466
1.52,0.57455,0.64752,0.546328,0.5116625,0.423244444,0.3467
1.521,0.57465,0.64766,0.546524,0.5118,0.423433333,0.3467
1.522,0.57465,0.64777,0.546668,0.511925,0.423522222,0.3469
1.523,0.5748,0.64792,0.546844,0.512125,0.423688889,0.3472
1.524,0.5749,0.64806,0.547036,0.5123,0.423855556,0.3473
1.525,0.57495,0.64822,0.54722,0.5125125,0.423977778,0.3474
1.526,0.5752,0.64838,0.547404,0.5127,0.424166667,0.3476
1.527,0.5754,0.64853,0.54754,0.5129,0.424377778,0.3478
1.528,0.5755,0.6487,0.547712,0.5130875,0.424555556,0.348
1.529,0.5756,0.64891,0.547872,0.5132375,0.4247,0.3481
1.53,0.57565,0.64904,0.548032,0.513425,0.424811111,0.3483
1.531,0.5757,0.64923,0.548176,0.5136,0.4249,0.3484
1.532,0.5758,0.64939,0.548316,0.513775,0.425044444,0.3486
1.533,0.5759,0.64954,0.54846,0.5139125,0.425166667,0.3489
