x,MeanCluster6,MeanCluster5,MeanCluster4,MeanCluster3,MeanCluster2,MeanCluster1
0.743,0.44285,0.51468,0.425672,0.3742125,0.294411111,0.2146
0.744,0.44345,0.51529,0.426224,0.3748125,0.294933333,0.2152
0.745,0.44405,0.51589,0.426784,0.375375,0.295388889,0.2156
0.746,0.4447,0.51652,0.427312,0.37595,0.295844444,0.2159
0.747,0.44525,0.51714,0.427856,0.376625,0.296377778,0.2164
0.748,0.4459,0.51772,0.428408,0.3772125,0.296788889,0.2168
0.749,0.44655,0.51828,0.428948,0.3777625,0.297255556,0.2171
0.75,0.4472,0.51889,0.429472,0.378325,0.297788889,0.2173
0.751,0.44785,0.51953,0.43,0.3788875,0.298344444,0.2177
0.752,0.44845,0.52011,0.430528,0.37945,0.298855556,0.2181
0.753,0.4491,0.52064,0.431016,0.3799875,0.299333333,0.2186
0.754,0.4496,0.5212,0.431508,0.3804625,0.299766667,0.2189
0.755,0.4502,0.52175,0.432012,0.3810375,0.300233333,0.2192
0.756,0.4507,0.52232,0.432512,0.3815625,0.300677778,0.2196
0.757,0.4513,0.52287,0.433012,0.3821125,0.301188889,0.22
0.758,0.45185,0.52342,0.433496,0.3827,0.301588889,0.2203
0.759,0.4524,0.52396,0.433976,0.38325,0.301944444,0.2205
0.76,0.4529,0.52448,0.434432,0.3837625,0.302411111,0.2209
0.761,0.4535,0.52505,0.434948,0.3843125,0.302977778,0.2212
0.762,0.45405,0.52557,0.435392,0.3848125,0.303422222,0.2215
0.763,0.4546,0.52617,0.435832,0.3853125,0.303733333,0.2218
0.764,0.45505,0.52665,0.436288,0.385825,0.304166667,0.222
0.765,0.4556,0.52715,0.436716,0.3863,0.3046,0.2224
0.766,0.4562,0.52763,0.437104,0.3867875,0.305022222,0.2228
0.767,0.4567,0.52816,0.437556,0.3873375,0.305477778,0.2232
0.768,0.4572,0.52868,0.438,0.3878375,0.305833333,0.2236
0.769,0.45775,0.52919,0.438452,0.3883125,0.3062,0.2239
0.77,0.4582,0.52965,0.438872,0.3887125,0.306622222,0.224
0.771,0.4587,0.53013,0.439236,0.389175,0.307022222,0.2243
0.772,0.4592,0.53061,0.43962,0.38965,0.3074,0.2246
0.773,0.4597,0.53105,0.440044,0.390175,0.307733333,0.2249
0.774,0.46015,0.53152,0.440444,0.3906375,0.308133333,0.2251
0.775,0.46065,0.53198,0.44082,0.391075,0.3085,0.2252
0.776,0.4612,0.53241,0.441192,0.391475,0.3089,0.2254
0.777,0.46155,0.53282,0.441532,0.3918875,0.309311111,0.2259
0.778,0.46195,0.53324,0.441908,0.3923625,0.309622222,0.2262
0.779,0.4624,0.53367,0.442264,0.3928,0.309911111,0.2265
0.78,0.46285,0.53408,0.442596,0.3932125,0.310255556,0.2268
0.781,0.46325,0.53445,0.442888,0.3936125,0.310611111,0.227
0.782,0.46365,0.53482,0.443188,0.3939875,0.310944444,0.2272
0.783,0.46405,0.53522,0.44348,0.3944,0.311277778,0.2276
0.784,0.4645,0.53561,0.443832,0.394825,0.311511111,0.2279
0.785,0.46495,0.53597,0.444172,0.3952125,0.311788889,0.2281
0.786,0.46545,0.53634,0.444476,0.3955375,0.312088889,0.2282
0.787,0.46585,0.53671,0.444764,0.395925,0.312455556,0.2282
0.788,0.46615,0.53707,0.44504,0.3963125,0.312733333,0.2284
0.789,0.46645,0.53743,0.445328,0.3967375,0.313,0.2287
0.79,0.4668,0.53778,0.445644,0.3971375,0.313333333,0.229
0.791,0.46725,0.53814,0.445952,0.3975125,0.313666667,0.2294
0.792,0.4676,0.5385,0.446224,0.397875,0.313955556,0.2297
0.793,0.468,0.53894,0.446504,0.39825,0.314155556,0.2299
0.794,0.4685,0.53931,0.446828,0.3986875,0.3145,0.2299
0.795,0.46895,0.53967,0.447164,0.3991,0.3148,0.2301
0.796,0.46935,0.54005,0.447472,0.3994875,0.315066667,0.2303
0.797,0.4697,0.54046,0.44774,0.3997875,0.315444444,0.2306
0.798,0.47005,0.54081,0.448,0.4001375,0.315722222,0.2307
0.799,0.47055,0.54118,0.448328,0.400575,0.316022222,0.2309
0.8,0.47095,0.54157,0.448616,0.40095,0.316311111,0.2311
0.801,0.47135,0.54195,0.448916,0.4013125,0.316633333,0.2314
0.802,0.4717,0.54234,0.449232,0.4016875,0.316922222,0.2317
0.803,0.4722,0.54274,0.44956,0.4020875,0.317177778,0.2319
0.804,0.4726,0.54305,0.449816,0.40245,0.317477778,0.2321
0.805,0.4731,0.54343,0.450132,0.40285,0.317811111,0.2323
0.806,0.4734,0.54387,0.450436,0.403225,0.318133333,0.2325
0.807,0.47375,0.54427,0.45074,0.4035875,0.318344444,0.2327
0.808,0.47425,0.54467,0.45102,0.4039625,0.318611111,0.2329
0.809,0.4747,0.54495,0.451248,0.4043,0.318888889,0.2331
0.81,0.4751,0.54534,0.451556,0.4046375,0.319155556,0.2332
0.811,0.47545,0.54572,0.451844,0.4050125,0.319411111,0.2334
0.812,0.47575,0.54607,0.452124,0.405375,0.319688889,0.2338
0.813,0.47605,0.54638,0.45234,0.40565,0.319977778,0.234
0.814,0.47645,0.54673,0.452596,0.4060125,0.3202,0.2341
0.815,0.4769,0.54706,0.452832,0.406325,0.320422222,0.2342
0.816,0.47725,0.54739,0.453056,0.4066375,0.320666667,0.2344
0.817,0.47745,0.54768,0.453248,0.4069125,0.320877778,0.2346
0.818,0.47785,0.54802,0.453496,0.4072625,0.321111111,0.2348
0.819,0.47825,0.54836,0.45376,0.4075625,0.321333333,0.2351
0.82,0.4786,0.54864,0.453988,0.407875,0.321622222,0.2352
0.821,0.4788,0.54886,0.454144,0.4081375,0.321733333,0.2352
0.822,0.4791,0.54914,0.454344,0.408475,0.321911111,0.2354
0.823,0.4795,0.54941,0.454532,0.40875,0.322211111,0.2358
0.824,0.47985,0.54976,0.45474,0.4090125,0.322433333,0.236
0.825,0.4801,0.54999,0.454896,0.4092375,0.322533333,0.2361
0.826,0.4804,0.55017,0.45502,0.4094875,0.322666667,0.2362
0.827,0.4806,0.55041,0.45524,0.40975,0.322933333,0.2365
0.828,0.48085,0.55065,0.455372,0.409975,0.323155556,0.2367
0.829,0.48115,0.55098,0.455568,0.4102375,0.323355556,0.2368
0.83,0.4815,0.55121,0.455688,0.4104875,0.323522222,0.2368
0.831,0.48175,0.55138,0.455832,0.410725,0.323666667,0.237
0.832,0.48195,0.5516,0.455996,0.4109875,0.3238,0.2373
0.833,0.48225,0.55179,0.45614,0.411225,0.323977778,0.2373
0.834,0.4825,0.55203,0.45626,0.4114625,0.324155556,0.2375
0.835,0.4827,0.55225,0.456372,0.4116625,0.324355556,0.2376
0.836,0.48295,0.55242,0.456508,0.4119375,0.324466667,0.2378
0.837,0.48305,0.55259,0.456588,0.4121125,0.324588889,0.238
0.838,0.4833,0.55278,0.45672,0.41235,0.324744444,0.2382
0.839,0.4836,0.55296,0.456868,0.4125875,0.3249,0.2383
0.84,0.4838,0.5532,0.456964,0.412775,0.325088889,0.2384
0.841,0.484,0.55337,0.457056,0.412975,0.325244444,0.2386
0.842,0.48415,0.55354,0.457164,0.4132125,0.325333333,0.2387
0.843,0.4844,0.55372,0.457384,0.41345,0.325511111,0.2389
0.844,0.48465,0.55386,0.457464,0.4136,0.325655556,0.239
0.845,0.4849,0.55403,0.45754,0.4138125,0.325811111,0.2392
0.846,0.48505,0.55421,0.457636,0.4139875,0.325888889,0.2393
0.847,0.48525,0.55441,0.457792,0.414275,0.326055556,0.2396
0.848,0.48555,0.55458,0.45794,0.4145125,0.326211111,0.2398
0.849,0.48575,0.55468,0.45804,0.414675,0.326411111,0.2398
0.85,0.486,0.55494,0.458152,0.414925,0.326566667,0.2401
0.851,0.4862,0.55517,0.458296,0.4151625,0.326744444,0.2403
0.852,0.48635,0.55538,0.458476,0.4153625,0.326911111,0.2403
0.853,0.4866,0.55555,0.458616,0.4156,0.3271,0.2405
0.854,0.48685,0.55577,0.458744,0.4158125,0.327244444,0.2405
0.855,0.4871,0.55598,0.458892,0.41605,0.327366667,0.2406
0.856,0.4874,0.55625,0.459064,0.416275,0.327566667,0.2408
0.857,0.48755,0.55649,0.459272,0.416525,0.327811111,0.241
0.858,0.4878,0.55672,0.459456,0.4168125,0.328033333,0.2412
0.859,0.4883,0.55699,0.459628,0.4171375,0.3282,0.2416
0.86,0.4884,0.55724,0.459752,0.4173,0.328388889,0.2418
0.861,0.4886,0.55749,0.459928,0.4175375,0.328566667,0.2419
0.862,0.48895,0.55775,0.46018,0.4178375,0.328788889,0.2422
0.863,0.48925,0.55803,0.460364,0.4181125,0.329022222,0.2422
0.864,0.4896,0.5583,0.46054,0.4183625,0.3292,0.2424
0.865,0.48995,0.55854,0.460716,0.418575,0.329366667,0.2427
0.866,0.49025,0.55883,0.460956,0.4188125,0.329666667,0.2431
0.867,0.49045,0.55908,0.461184,0.4191,0.329922222,0.2432
0.868,0.49075,0.55935,0.461396,0.419375,0.330166667,0.2434
0.869,0.49115,0.55963,0.461544,0.41965,0.330388889,0.2436
0.87,0.4914,0.55989,0.461732,0.419875,0.3305,0.2435
0.871,0.49175,0.56025,0.461988,0.4202125,0.330722222,0.2437
0.872,0.492,0.56054,0.46222,0.42055,0.330933333,0.2442
0.873,0.49235,0.56084,0.46242,0.4208375,0.331177778,0.2447
0.874,0.4926,0.56111,0.462592,0.4210875,0.331377778,0.245
0.875,0.4928,0.56135,0.462812,0.42135,0.331577778,0.2451
0.876,0.49295,0.5616,0.463048,0.4216,0.331722222,0.2448
0.877,0.4933,0.56191,0.463328,0.4218875,0.332088889,0.2452
0.878,0.49365,0.56228,0.463584,0.4221375,0.332411111,0.2457
0.879,0.494,0.56265,0.463772,0.42235,0.332577778,0.2462
0.88,0.49435,0.56287,0.463968,0.4226375,0.332833333,0.2465
0.881,0.4947,0.56311,0.464192,0.42295,0.333066667,0.2467
0.882,0.4951,0.56343,0.46448,0.423325,0.3334,0.2466
0.883,0.4953,0.56374,0.4647,0.423625,0.333588889,0.2469
0.884,0.49555,0.56403,0.464884,0.423875,0.3338,0.2473
0.885,0.49585,0.56429,0.46508,0.4241125,0.334033333,0.2477
0.886,0.49625,0.56464,0.465352,0.4244,0.334288889,0.2477
0.887,0.4965,0.56486,0.465576,0.4247,0.334522222,0.2479
0.888,0.49665,0.56508,0.465764,0.425,0.334755556,0.2483
0.889,0.49685,0.56529,0.465924,0.4252375,0.335044444,0.2487
0.89,0.49715,0.56556,0.466168,0.425525,0.335233333,0.2489
0.891,0.49735,0.56578,0.466356,0.4257875,0.335377778,0.2491
0.892,0.49745,0.56603,0.466556,0.42605,0.335488889,0.2493
0.893,0.4978,0.56627,0.466748,0.426225,0.335777778,0.2493
0.894,0.49805,0.56652,0.466912,0.42645,0.336066667,0.2497
0.895,0.49815,0.56666,0.467024,0.42655,0.336288889,0.2502
0.896,0.4984,0.56693,0.467228,0.4267875,0.336577778,0.2502
0.897,0.4986,0.56706,0.467364,0.42705,0.336788889,0.2504
0.898,0.49875,0.5672,0.467492,0.4273125,0.336966667,0.2508
0.899,0.4989,0.56744,0.467672,0.4275625,0.337122222,0.2511
0.9,0.49925,0.56764,0.467816,0.427775,0.337244444,0.2513
0.901,0.4995,0.56782,0.467964,0.428025,0.337455556,0.2514
0.902,0.4995,0.56795,0.4681,0.42835,0.337744444,0.2514
0.903,0.4998,0.5681,0.468224,0.4285,0.337977778,0.2519
0.904,0.50005,0.56824,0.46836,0.42865,0.338177778,0.2523
0.905,0.5003,0.56845,0.468568,0.4288375,0.338344444,0.2526
0.906,0.5003,0.56867,0.468744,0.4291,0.338611111,0.2529
0.907,0.50035,0.56883,0.468916,0.4293,0.338844444,0.2531
0.908,0.50045,0.56897,0.469092,0.429475,0.339044444,0.2532
0.909,0.50065,0.56915,0.469196,0.429625,0.339211111,0.2535
0.91,0.5009,0.56938,0.46932,0.429875,0.339366667,0.2537
0.911,0.5011,0.56957,0.469476,0.4301625,0.3396,0.2539
0.912,0.5012,0.56965,0.46962,0.4303625,0.339922222,0.2542
0.913,0.5014,0.56978,0.469708,0.43055,0.340244444,0.2544
0.914,0.5017,0.56999,0.469888,0.4308125,0.340455556,0.2547
0.915,0.50205,0.57029,0.47014,0.4311375,0.340588889,0.2551
0.916,0.5021,0.57044,0.470308,0.4314625,0.340844444,0.2553
0.917,0.50225,0.57054,0.470484,0.4316125,0.341044444,0.2555
0.918,0.50235,0.57066,0.470656,0.431675,0.341255556,0.2559
0.919,0.50245,0.57087,0.470812,0.4319,0.3417,0.2561
0.92,0.50265,0.57105,0.471036,0.4321125,0.341944444,0.2564
0.921,0.50285,0.57125,0.471224,0.4324,0.342122222,0.2567
0.922,0.503,0.57145,0.471324,0.4327625,0.342266667,0.257
0.923,0.50305,0.57168,0.471396,0.432925,0.342566667,0.2572
0.924,0.5032,0.57186,0.471528,0.433125,0.342877778,0.2575
0.925,0.5035,0.57195,0.471732,0.43335,0.3432,0.2578
0.926,0.5038,0.57206,0.47198,0.4335125,0.343455556,0.2584
0.927,0.50395,0.57224,0.47222,0.4339,0.343777778,0.2586
0.928,0.50405,0.57248,0.472432,0.4343625,0.344177778,0.2586
0.929,0.50415,0.57273,0.472612,0.4342,0.344388889,0.2589
0.93,0.5044,0.57299,0.472804,0.4346,0.344555556,0.2594
0.931,0.50455,0.57313,0.472944,0.4351,0.344811111,0.26
0.932,0.50435,0.57309,0.473012,0.4351125,0.345266667,0.26
0.933,0.5049,0.57324,0.473324,0.4354,0.345744444,0.2604
0.934,0.5052,0.57345,0.473588,0.4357,0.346055556,0.2606
0.935,0.50505,0.57369,0.4737,0.4360125,0.346144444,0.2607
0.936,0.50495,0.57338,0.473788,0.4363125,0.346433333,0.2612
0.937,0.505,0.57352,0.474056,0.4366,0.347,0.2618
0.938,0.5053,0.57403,0.474532,0.436925,0.347788889,0.2625
0.939,0.5061,0.57408,0.475056,0.437625,0.348277778,0.263
0.94,0.50705,0.57425,0.475724,0.4384375,0.348911111,0.2632
0.941,0.5079,0.57478,0.476576,0.4393125,0.3497,0.2636
0.942,0.50825,0.5762,0.477592,0.4402875,0.3506,0.2649
0.943,0.50955,0.57722,0.47874,0.441425,0.351677778,0.2657
0.944,0.511,0.57814,0.47992,0.442525,0.352711111,0.2664
0.945,0.5122,0.57899,0.480924,0.4434125,0.353455556,0.267
0.946,0.5125,0.58041,0.481736,0.4443125,0.354344444,0.2675
0.947,0.5135,0.58149,0.482588,0.4451625,0.355133333,0.2683
0.948,0.51505,0.58219,0.483424,0.4458875,0.355788889,0.2693
0.949,0.5156,0.5826,0.48388,0.446425,0.356088889,0.2694
0.95,0.51555,0.58284,0.484116,0.446775,0.3563,0.2696
0.951,0.51525,0.5831,0.484268,0.447,0.356422222,0.2699
0.952,0.5154,0.58364,0.48446,0.447225,0.356522222,0.2705
0.953,0.5158,0.58388,0.484784,0.4474375,0.356855556,0.2707
0.954,0.51615,0.58382,0.485012,0.4476375,0.357222222,0.2708
0.955,0.5164,0.58343,0.48502,0.447775,0.3574,0.2706
0.956,0.51575,0.58363,0.484932,0.4478,0.357444444,0.2708
0.957,0.51575,0.58397,0.48498,0.4479,0.357444444,0.2711
0.958,0.51645,0.58441,0.485184,0.4480875,0.357533333,0.2714
0.959,0.5169,0.58431,0.485596,0.448375,0.3581,0.2714
0.96,0.5169,0.58439,0.485748,0.4485875,0.358333333,0.2717
0.961,0.5168,0.5846,0.485808,0.44875,0.358433333,0.2722
0.962,0.5169,0.58512,0.486072,0.449025,0.358622222,0.2723
0.963,0.5174,0.5854,0.48646,0.44945,0.3589,0.2727
0.964,0.51785,0.58549,0.486724,0.4497125,0.3592,0.2731
0.965,0.518,0.5855,0.486792,0.4498625,0.359555556,0.2736
0.966,0.51805,0.5858,0.486976,0.4499625,0.359755556,0.2734
0.967,0.5182,0.58614,0.48728,0.4502,0.36,0.2736
0.968,0.5186,0.58648,0.487684,0.4506125,0.360344444,0.2744
0.969,0.51875,0.5865,0.487712,0.4509,0.360633333,0.2748
0.97,0.51895,0.58664,0.487816,0.4511,0.360777778,0.2749
0.971,0.51905,0.58686,0.487996,0.4513,0.360822222,0.2749
0.972,0.51955,0.58734,0.488504,0.451525,0.361055556,0.2751
0.973,0.5199,0.58773,0.48886,0.45195,0.361544444,0.2758
0.974,0.52,0.58804,0.489084,0.45235,0.362044444,0.2763
0.975,0.51985,0.58819,0.489204,0.4524875,0.362177778,0.2759
0.976,0.5205,0.58859,0.489556,0.4528875,0.362533333,0.2765
0.977,0.5243,0.59218,0.492856,0.4564375,0.365244444,0.2791
0.978,0.52435,0.59234,0.4931,0.45665,0.3652,0.2799
0.979,0.52435,0.59237,0.493516,0.4567375,0.365166667,0.2805
0.98,0.5247,0.59259,0.493872,0.4569125,0.365355556,0.2809
0.981,0.5249,0.59323,0.494156,0.4570125,0.3659,0.2808
0.982,0.5246,0.59367,0.494428,0.4571375,0.366422222,0.281
0.983,0.52495,0.59358,0.494656,0.457475,0.366722222,0.2817
0.984,0.5256,0.59364,0.494856,0.4579375,0.367055556,0.2822
0.985,0.52645,0.59415,0.495004,0.45845,0.367522222,0.2821
0.986,0.52695,0.59468,0.495156,0.458825,0.367888889,0.282
0.987,0.52665,0.5948,0.495296,0.4588875,0.368133333,0.2826
0.988,0.52635,0.59482,0.495444,0.4590625,0.368477778,0.2833
0.989,0.527,0.59514,0.495732,0.4595875,0.368933333,0.2836
0.99,0.52755,0.59548,0.496048,0.4599125,0.369044444,0.2833
0.991,0.52735,0.59558,0.49642,0.4598125,0.3691,0.2831
0.992,0.52685,0.59571,0.496788,0.4599625,0.369277778,0.2832
0.993,0.52685,0.59593,0.497012,0.4604125,0.369522222,0.2837
0.994,0.52755,0.59612,0.497168,0.4608375,0.369877778,0.2843
0.995,0.5279,0.59614,0.497312,0.4610625,0.370066667,0.2844
0.996,0.5283,0.59627,0.49748,0.461025,0.369888889,0.2844
0.997,0.5287,0.59651,0.497736,0.4611125,0.369822222,0.2844
0.998,0.5287,0.59674,0.49808,0.4614,0.370111111,0.285
0.999,0.52885,0.597,0.498316,0.4617875,0.370522222,0.2857
1,0.52935,0.59736,0.498436,0.4620625,0.370888889,0.2864
1.001,0.52945,0.59768,0.498512,0.4622375,0.371155556,0.2868
1.002,0.5289,0.59776,0.498624,0.4623375,0.371222222,0.2871
1.003,0.52875,0.59794,0.498844,0.462575,0.371322222,0.287
1.004,0.52945,0.5985,0.499256,0.4631875,0.371766667,0.287
1.005,0.53,0.59887,0.499512,0.4636875,0.372344444,0.2875
1.006,0.53025,0.59893,0.49974,0.46385,0.372788889,0.2881
1.007,0.53025,0.59898,0.500068,0.463875,0.372988889,0.2883
1.008,0.53035,0.59909,0.500228,0.4641625,0.373022222,0.2883
1.009,0.53055,0.59911,0.50022,0.4643625,0.373055556,0.2881
1.01,0.5308,0.59929,0.50038,0.4642625,0.373322222,0.2877
1.011,0.53105,0.5997,0.500728,0.46435,0.3737,0.2879
1.012,0.53125,0.60015,0.501168,0.4647375,0.373966667,0.2885
1.013,0.53135,0.60041,0.501508,0.4651625,0.374144444,0.2887
1.014,0.53145,0.60058,0.501656,0.4654375,0.3744,0.2885
1.015,0.5318,0.60088,0.501768,0.4657125,0.3747,0.2888
1.016,0.5323,0.60128,0.501972,0.46595,0.374966667,0.2896
1.017,0.53255,0.60158,0.502308,0.4661875,0.375288889,0.2904
1.018,0.5322,0.60173,0.502592,0.46645,0.375611111,0.2912
1.019,0.5321,0.60182,0.502736,0.4666375,0.375644444,0.2913
1.02,0.53265,0.602,0.50292,0.4668875,0.375933333,0.2915
1.021,0.53305,0.60233,0.503188,0.4672,0.376266667,0.292
1.022,0.53315,0.6027,0.503404,0.4674875,0.376511111,0.2923
1.023,0.53335,0.60319,0.503664,0.4678375,0.376788889,0.2924
1.024,0.53385,0.60359,0.504048,0.468225,0.377033333,0.2923
1.025,0.53435,0.60381,0.504436,0.468575,0.377233333,0.2923
1.026,0.53485,0.60397,0.504748,0.4689,0.377455556,0.2927
1.027,0.53505,0.60422,0.505004,0.4692125,0.377688889,0.2933
1.028,0.53505,0.60437,0.505196,0.4695125,0.377955556,0.2937
1.029,0.53505,0.60442,0.50532,0.4696875,0.378355556,0.294
1.03,0.53535,0.60461,0.50544,0.4698875,0.378755556,0.2944
1.031,0.5358,0.60506,0.505796,0.47015,0.379022222,0.2945
1.032,0.5358,0.60548,0.50624,0.470425,0.379188889,0.2943
1.033,0.5355,0.60566,0.506528,0.4707,0.379433333,0.2945
1.034,0.5358,0.6059,0.506652,0.4711125,0.379755556,0.2954
1.035,0.5362,0.6064,0.506868,0.4715625,0.380066667,0.296
1.036,0.53645,0.60699,0.507352,0.471925,0.380422222,0.2959
1.037,0.5368,0.60736,0.507756,0.4722375,0.380766667,0.2959
1.038,0.53695,0.60742,0.507948,0.472475,0.380911111,0.2964
1.039,0.5371,0.60751,0.50818,0.4726875,0.381077778,0.2968
1.04,0.5374,0.60775,0.508488,0.4728125,0.381555556,0.2971
1.041,0.5378,0.60803,0.508732,0.47295,0.381955556,0.2975
1.042,0.5381,0.6085,0.50898,0.4732625,0.382122222,0.2977
1.043,0.5384,0.60896,0.509292,0.4736375,0.382255556,0.2975
1.044,0.5385,0.60923,0.509572,0.473875,0.382522222,0.2974
1.045,0.53865,0.60946,0.509828,0.4740875,0.382811111,0.2978
1.046,0.53895,0.60969,0.51018,0.474325,0.3831,0.2983
1.047,0.53935,0.60987,0.510516,0.4744625,0.383388889,0.2985
1.048,0.5397,0.61006,0.510752,0.4747,0.3836,0.2986
1.049,0.54005,0.61047,0.51096,0.47525,0.383777778,0.2992
1.05,0.5403,0.61084,0.511152,0.4758,0.383977778,0.3
1.051,0.5404,0.61111,0.511456,0.47605,0.384233333,0.3004
1.052,0.54065,0.61144,0.511788,0.476225,0.384511111,0.3007
1.053,0.5411,0.61194,0.51216,0.4764,0.384933333,0.3008
1.054,0.5413,0.61232,0.512448,0.476575,0.385344444,0.3009
1.055,0.54135,0.61233,0.512708,0.4768,0.385477778,0.3014
1.056,0.54145,0.61234,0.512948,0.476975,0.385533333,0.3019
1.057,0.5417,0.6126,0.513184,0.4771875,0.385866667,0.3021
1.058,0.54205,0.6129,0.51346,0.4774375,0.386277778,0.3021
1.059,0.54245,0.61322,0.51372,0.4777875,0.386611111,0.3024
1.06,0.5429,0.61368,0.513976,0.4782,0.386877778,0.3028
1.061,0.543,0.61403,0.514236,0.478525,0.387077778,0.3031
1.062,0.54305,0.61419,0.514516,0.47885,0.387311111,0.3031
1.063,0.5432,0.61437,0.514732,0.479075,0.387611111,0.3031
1.064,0.5435,0.61453,0.514832,0.4791625,0.387866667,0.3033
1.065,0.5439,0.61478,0.515,0.4794625,0.388133333,0.3036
1.066,0.5442,0.61507,0.51528,0.47985,0.388422222,0.3039
1.067,0.5445,0.61534,0.515588,0.4801875,0.388622222,0.3042
1.068,0.54455,0.61551,0.51582,0.480225,0.3887,0.3046
1.069,0.54465,0.61575,0.516096,0.4803,0.388855556,0.3051
1.07,0.5448,0.61593,0.516232,0.4805375,0.389077778,0.3051
1.071,0.54495,0.61602,0.51632,0.4807375,0.389222222,0.3052
1.072,0.5452,0.61636,0.516588,0.4811,0.3895,0.305
1.073,0.54545,0.61671,0.516884,0.4814625,0.389733333,0.3049
1.074,0.54565,0.61691,0.51708,0.4816875,0.39,0.3055
1.075,0.5458,0.61703,0.51722,0.4818,0.390277778,0.3064
1.076,0.5459,0.61722,0.51748,0.4819875,0.390511111,0.3067
1.077,0.5458,0.61745,0.517736,0.4821875,0.390777778,0.3066
1.078,0.54595,0.61767,0.517944,0.48235,0.391,0.3067
1.079,0.5463,0.61784,0.51806,0.4825125,0.391133333,0.3069
1.08,0.54655,0.61803,0.518244,0.4827625,0.391355556,0.3071
1.081,0.5466,0.6181,0.518448,0.4829375,0.391611111,0.3075
1.082,0.54665,0.61823,0.518648,0.4831375,0.391877778,0.3077
1.083,0.5466,0.61849,0.51876,0.4832625,0.391955556,0.3077
1.084,0.54655,0.61868,0.518832,0.4833875,0.392022222,0.3077
1.085,0.5469,0.61899,0.519064,0.4836625,0.392222222,0.3082
1.086,0.5473,0.61931,0.519308,0.4839625,0.3924,0.3087
1.087,0.54735,0.61937,0.519444,0.484025,0.392522222,0.3089
1.088,0.5473,0.61933,0.519512,0.484025,0.392611111,0.309
1.089,0.54735,0.6195,0.51972,0.4842875,0.392822222,0.309
1.09,0.54735,0.61973,0.519964,0.4846375,0.393066667,0.309
1.091,0.54755,0.61997,0.520216,0.48485,0.393233333,0.3093
1.092,0.5478,0.62022,0.520448,0.484975,0.393344444,0.3096
1.093,0.5479,0.6204,0.520604,0.4851625,0.393533333,0.3099
1.094,0.54795,0.62051,0.520656,0.4853625,0.393777778,0.3103
1.095,0.5481,0.62058,0.520692,0.4855125,0.393922222,0.3106
1.096,0.54855,0.62069,0.520848,0.485675,0.394033333,0.3107
1.097,0.54895,0.62081,0.521016,0.4858375,0.394155556,0.3108
1.098,0.5489,0.62096,0.521284,0.48605,0.394355556,0.3108
1.099,0.54885,0.62109,0.52154,0.4862375,0.394544444,0.3108
1.1,0.5492,0.62126,0.52166,0.4864375,0.394788889,0.3112
1.101,0.54955,0.62142,0.521764,0.486625,0.394988889,0.3115
1.102,0.54955,0.62166,0.52194,0.486875,0.395188889,0.312
1.103,0.5496,0.62193,0.522068,0.48715,0.395366667,0.3126
1.104,0.5497,0.6222,0.522352,0.4873875,0.395577778,0.3127
1.105,0.5498,0.62249,0.522656,0.487575,0.395811111,0.3127
1.106,0.55,0.62269,0.522892,0.487775,0.395977778,0.3127
1.107,0.55025,0.62288,0.523104,0.4879125,0.3961,0.3128
1.108,0.5504,0.62303,0.5233,0.4880875,0.396288889,0.3131
1.109,0.55055,0.62314,0.523476,0.4882875,0.396522222,0.3135
1.11,0.5506,0.62331,0.523624,0.4885,0.396711111,0.3138
1.111,0.55085,0.62362,0.523796,0.4886625,0.396833333,0.314
1.112,0.55115,0.62396,0.524004,0.488925,0.397044444,0.3142
1.113,0.5514,0.62414,0.524228,0.48925,0.397366667,0.3142
1.114,0.55155,0.62429,0.524436,0.4895125,0.397655556,0.3144
1.115,0.5517,0.62441,0.524624,0.4896375,0.397788889,0.3145
1.116,0.55175,0.62455,0.524812,0.489775,0.397966667,0.3147
1.117,0.55195,0.62477,0.525024,0.4900375,0.398166667,0.3148
1.118,0.55215,0.62498,0.525236,0.4902875,0.398388889,0.3149
1.119,0.5524,0.62532,0.52552,0.490525,0.398644444,0.3152
1.12,0.5525,0.6256,0.525772,0.4907625,0.398822222,0.3156
1.121,0.5527,0.62581,0.525956,0.491,0.399011111,0.3159
1.122,0.5529,0.62604,0.52612,0.4912875,0.399233333,0.316
1.123,0.55305,0.62624,0.526312,0.491475,0.399466667,0.3163
1.124,0.55335,0.62651,0.526536,0.4917,0.399677778,0.3166
1.125,0.55365,0.62667,0.526752,0.4919,0.399855556,0.3168
1.126,0.5539,0.62687,0.526996,0.4921,0.400011111,0.3169
1.127,0.55415,0.62708,0.527236,0.4923,0.400188889,0.317
1.128,0.55435,0.62735,0.527504,0.4925375,0.400455556,0.3174
1.129,0.55445,0.62755,0.527696,0.4927375,0.400722222,0.3178
1.13,0.5546,0.6278,0.527884,0.4929,0.400933333,0.3183
1.131,0.5548,0.62804,0.52806,0.4931,0.4011,0.3186
1.132,0.5551,0.62833,0.528336,0.4934,0.401322222,0.3189
1.133,0.55535,0.62855,0.528572,0.49365,0.401455556,0.319
1.134,0.5556,0.6287,0.52876,0.4938375,0.401655556,0.3189
1.135,0.55585,0.62892,0.528972,0.4940625,0.401855556,0.3189
1.136,0.5559,0.62916,0.529152,0.4942,0.402133333,0.3191
1.137,0.556,0.62935,0.529352,0.4943875,0.402344444,0.3195
