x,01_Soil,02_Dry_bush,03_Soil,04_Very_green_bush,05_Soil_with_crust,06_Soil_without_crust,07_Desert_pink_flowers,08_Brown_thorns,09_Very_dry_grass,10_Mix_of_soil_and_crust,11_Dense_desert_pink_flowers,12_Soil_with_crust,13_Rock_and_stones,14_Small_stones,15_Green-light_blue_bush,16_Very_dry_grass,17_Greenish_thorns,18_Bush,19_Sparse_dry_grass,20_Soil_with_crust,21_Acacia
0.9949 ,0.394966667,0.260225000,0.562633333,0.339566667,0.549633333,0.520850000,0.485100000,0.438866667,0.547733333,0.526600000,0.408133333,0.545800000,0.605050000,0.673475000,0.398633333,0.463033333,0.453433333,0.367750000,0.476833333,0.523300000,0.392940000
0.9961 ,0.394700000,0.260725000,0.561900000,0.341400000,0.550533333,0.522725000,0.485566667,0.442433333,0.548000000,0.529300000,0.411600000,0.548500000,0.608325000,0.673925000,0.400500000,0.464266667,0.456600000,0.367775000,0.478233333,0.524700000,0.394340000
0.9973 ,0.391833333,0.258325000,0.558866667,0.339300000,0.549233333,0.519050000,0.483000000,0.439166667,0.544933333,0.527000000,0.411100000,0.543933333,0.605525000,0.671050000,0.398000000,0.460133333,0.452933333,0.365050000,0.473366667,0.520300000,0.391000000
0.9985 ,0.394866667,0.259375000,0.565466667,0.341966667,0.551433333,0.523725000,0.485066667,0.441266667,0.548600000,0.529933333,0.414700000,0.548033333,0.608500000,0.669850000,0.396800000,0.456633333,0.451700000,0.363725000,0.470900000,0.519566667,0.389620000
0.9997 ,0.398300000,0.260100000,0.567933333,0.342633333,0.556366667,0.525450000,0.485700000,0.443633333,0.550300000,0.532100000,0.415166667,0.549133333,0.610900000,0.670325000,0.396033333,0.457066667,0.451400000,0.363325000,0.470533333,0.519766667,0.389100000
1.0010 ,0.398600000,0.260425000,0.569466667,0.340766667,0.555533333,0.522550000,0.485533333,0.439233333,0.547100000,0.532000000,0.412400000,0.550300000,0.610775000,0.675725000,0.398133333,0.458633333,0.454766667,0.365325000,0.475300000,0.523433333,0.392220000
1.0022 ,0.396933333,0.260800000,0.571233333,0.342166667,0.559100000,0.525775000,0.487466667,0.439433333,0.548400000,0.533300000,0.413633333,0.551933333,0.614025000,0.668250000,0.392666667,0.452666667,0.448233333,0.360925000,0.467633333,0.518666667,0.386080000
1.0034 ,0.394166667,0.262500000,0.571666667,0.337800000,0.553733333,0.521200000,0.485133333,0.433733333,0.544300000,0.533366667,0.411000000,0.549033333,0.609450000,0.667825000,0.389733333,0.450533333,0.447133333,0.360125000,0.468866667,0.518700000,0.384480000
1.0046 ,0.396933333,0.263900000,0.575933333,0.335933333,0.554100000,0.522100000,0.484866667,0.431200000,0.541166667,0.529900000,0.413866667,0.550633333,0.607800000,0.668975000,0.387966667,0.444966667,0.442833333,0.358350000,0.465866667,0.512466667,0.380620000
1.0059 ,0.389900000,0.257550000,0.565633333,0.333333333,0.550500000,0.520000000,0.483000000,0.426666667,0.536200000,0.523800000,0.412400000,0.554300000,0.604275000,0.666000000,0.387533333,0.442666667,0.443233333,0.358075000,0.463500000,0.512000000,0.380780000
1.0071 ,0.388866667,0.257500000,0.566666667,0.330533333,0.547966667,0.520350000,0.480666667,0.422900000,0.531300000,0.522933333,0.409400000,0.543766667,0.601575000,0.663025000,0.383566667,0.433833333,0.435433333,0.353025000,0.454100000,0.506266667,0.375660000
1.0083 ,0.395900000,0.261125000,0.577800000,0.334066667,0.560900000,0.525825000,0.487666667,0.424100000,0.536766667,0.531000000,0.413766667,0.556300000,0.612075000,0.664675000,0.385166667,0.434933333,0.437766667,0.354175000,0.455033333,0.514266667,0.377520000
1.0096 ,0.393766667,0.259000000,0.581333333,0.330866667,0.555533333,0.520350000,0.486800000,0.418500000,0.533300000,0.538233333,0.411100000,0.550600000,0.612950000,0.659225000,0.379666667,0.425966667,0.433533333,0.348425000,0.450333333,0.508500000,0.373260000
1.0108 ,0.400000000,0.263050000,0.594200000,0.325066667,0.549033333,0.517625000,0.479933333,0.414366667,0.524200000,0.533333333,0.407833333,0.543800000,0.603925000,0.661300000,0.380600000,0.425466667,0.435166667,0.351050000,0.451933333,0.516366667,0.371940000
1.0120 ,0.389900000,0.259100000,0.581800000,0.321300000,0.552766667,0.518775000,0.476166667,0.406933333,0.518066667,0.530533333,0.406966667,0.547233333,0.602075000,0.657375000,0.384300000,0.428766667,0.433533333,0.350275000,0.455666667,0.517633333,0.375060000
1.0133 ,0.404033333,0.265925000,0.600000000,0.326533333,0.555100000,0.520375000,0.482033333,0.413600000,0.525133333,0.536066667,0.409533333,0.549633333,0.606125000,0.656525000,0.381133333,0.426433333,0.433133333,0.349325000,0.452800000,0.513233333,0.372180000
0.9644 ,0.406366667,0.270350000,0.559100000,0.331666667,0.553233333,0.532100000,0.475200000,0.452600000,0.550300000,0.531366667,0.382900000,0.542733333,0.600575000,0.689675000,0.381833333,0.472066667,0.431466667,0.376100000,0.486400000,0.537000000,0.382800000
0.9682 ,0.404000000,0.266975000,0.556133333,0.336700000,0.550800000,0.527025000,0.477400000,0.452266667,0.551900000,0.526266667,0.387833333,0.538800000,0.596750000,0.686050000,0.390400000,0.474666667,0.442100000,0.374625000,0.485033333,0.531966667,0.387560000
0.9721 ,0.402933333,0.264825000,0.554133333,0.339266667,0.548666667,0.523725000,0.477700000,0.452333333,0.552266667,0.523133333,0.391000000,0.536666667,0.594125000,0.683975000,0.395333333,0.476566667,0.448366667,0.374075000,0.485100000,0.529900000,0.390780000
0.9760 ,0.402500000,0.263450000,0.553066667,0.341000000,0.547300000,0.521800000,0.478100000,0.452533333,0.553066667,0.521700000,0.393433333,0.535433333,0.593425000,0.682675000,0.397733333,0.477400000,0.452100000,0.373775000,0.484400000,0.527766667,0.392220000
0.9798 ,0.402366667,0.263050000,0.552500000,0.342766667,0.547000000,0.521000000,0.478800000,0.453033333,0.554100000,0.521000000,0.395833333,0.535233333,0.593500000,0.681975000,0.399900000,0.478833333,0.454666667,0.373875000,0.484233333,0.526333333,0.393540000
0.9837 ,0.402700000,0.263100000,0.551966667,0.344800000,0.546433333,0.520925000,0.479666667,0.453666667,0.555066667,0.521066667,0.398466667,0.535433333,0.594475000,0.681450000,0.401400000,0.479766667,0.457033333,0.373725000,0.483766667,0.524933333,0.394660000
0.9876 ,0.402966667,0.263075000,0.552133333,0.346666667,0.546266667,0.520550000,0.480600000,0.454633333,0.556066667,0.520866667,0.401200000,0.536000000,0.594700000,0.681200000,0.403600000,0.481233333,0.459166667,0.374350000,0.484133333,0.524033333,0.395320000
0.9914 ,0.403533333,0.263350000,0.552233333,0.348600000,0.546033333,0.520650000,0.482066667,0.455700000,0.557366667,0.520966667,0.404233333,0.536300000,0.595475000,0.681125000,0.405733333,0.482833333,0.461900000,0.374850000,0.484366667,0.523533333,0.396440000
0.9953 ,0.404166667,0.263700000,0.552166667,0.350500000,0.545900000,0.520725000,0.483733333,0.457066667,0.558566667,0.521066667,0.407333333,0.536433333,0.595975000,0.681250000,0.407933333,0.484566667,0.464833333,0.375450000,0.484766667,0.523100000,0.397560000
0.9992 ,0.405100000,0.264175000,0.552366667,0.352366667,0.546066667,0.521025000,0.485800000,0.458500000,0.560033333,0.521433333,0.410733333,0.536733333,0.596600000,0.681575000,0.410366667,0.486600000,0.468366667,0.376400000,0.485466667,0.523266667,0.398980000
1.0030 ,0.405966667,0.264700000,0.552433333,0.354300000,0.546300000,0.521475000,0.488100000,0.460066667,0.561566667,0.521666667,0.414233333,0.536933333,0.597200000,0.681975000,0.412766667,0.488533333,0.472100000,0.377300000,0.486133333,0.523333333,0.400340000
1.0069 ,0.407033333,0.265325000,0.552733333,0.356400000,0.546600000,0.521975000,0.490566667,0.461733333,0.563133333,0.522066667,0.418066667,0.537300000,0.598075000,0.682450000,0.415433333,0.490666667,0.475966667,0.378375000,0.486933333,0.523600000,0.401820000
1.0107 ,0.408033333,0.265950000,0.553066667,0.358500000,0.546800000,0.522525000,0.493033333,0.463300000,0.564700000,0.522533333,0.421833333,0.537633333,0.598800000,0.682775000,0.418066667,0.492733333,0.479966667,0.379325000,0.487700000,0.523866667,0.403280000
1.0146 ,0.409000000,0.266650000,0.553366667,0.360600000,0.547066667,0.523000000,0.495566667,0.464933333,0.566233333,0.523066667,0.425800000,0.538166667,0.599650000,0.683125000,0.420833333,0.494866667,0.484000000,0.380350000,0.488466667,0.523966667,0.404800000
1.0184 ,0.410000000,0.267250000,0.553633333,0.362666667,0.547266667,0.523625000,0.498066667,0.466466667,0.567766667,0.523566667,0.429700000,0.538533333,0.600475000,0.683475000,0.423466667,0.496866667,0.488066667,0.381375000,0.489200000,0.524200000,0.406180000
1.0223 ,0.411000000,0.267950000,0.554033333,0.364666667,0.547500000,0.524150000,0.500600000,0.468033333,0.569233333,0.524166667,0.433566667,0.539033333,0.601325000,0.683775000,0.426100000,0.498800000,0.492033333,0.382425000,0.489900000,0.524300000,0.407580000
1.0262 ,0.411966667,0.268625000,0.554333333,0.366633333,0.547766667,0.524775000,0.503100000,0.469533333,0.570800000,0.524700000,0.437333333,0.539566667,0.602150000,0.684075000,0.428533333,0.500700000,0.495933333,0.383400000,0.490600000,0.524533333,0.408920000
1.0300 ,0.413000000,0.269375000,0.554766667,0.368633333,0.548033333,0.525350000,0.505500000,0.471066667,0.572266667,0.525300000,0.441000000,0.540033333,0.602975000,0.684550000,0.431133333,0.502766667,0.499766667,0.384500000,0.491466667,0.524866667,0.410340000
1.0338 ,0.413966667,0.270050000,0.555100000,0.370533333,0.548333333,0.525975000,0.507833333,0.472633333,0.573700000,0.525833333,0.444566667,0.540500000,0.603800000,0.685075000,0.433566667,0.504733333,0.503466667,0.385500000,0.492166667,0.525166667,0.411660000
1.0377 ,0.415000000,0.270800000,0.555466667,0.372466667,0.548733333,0.526800000,0.510200000,0.474266667,0.575300000,0.526466667,0.447966667,0.541066667,0.604725000,0.685575000,0.436000000,0.506633333,0.507033333,0.386475000,0.492966667,0.525533333,0.413000000
1.0416 ,0.416033333,0.271550000,0.555900000,0.374333333,0.549200000,0.527500000,0.512466667,0.475966667,0.576800000,0.527133333,0.451133333,0.541600000,0.605575000,0.686250000,0.438366667,0.508633333,0.510500000,0.387600000,0.493833333,0.526100000,0.414320000
1.0454 ,0.417000000,0.272200000,0.556300000,0.375933333,0.549566667,0.528225000,0.514533333,0.477533333,0.578266667,0.527766667,0.454000000,0.542166667,0.606375000,0.686750000,0.440400000,0.510400000,0.513600000,0.388575000,0.494566667,0.526533333,0.415460000
1.0492 ,0.417966667,0.272875000,0.556566667,0.377400000,0.549866667,0.528850000,0.516200000,0.478933333,0.579566667,0.528300000,0.456466667,0.542600000,0.607150000,0.687325000,0.442266667,0.512200000,0.516533333,0.389475000,0.495366667,0.527000000,0.416580000
1.0531 ,0.419000000,0.273575000,0.557133333,0.378800000,0.550266667,0.529600000,0.517900000,0.480433333,0.580966667,0.529000000,0.458833333,0.543200000,0.607975000,0.687875000,0.443933333,0.514000000,0.519166667,0.390450000,0.496166667,0.527466667,0.417620000
1.0569 ,0.419900000,0.274225000,0.557466667,0.379966667,0.550600000,0.530225000,0.519366667,0.481733333,0.582200000,0.529600000,0.460766667,0.543666667,0.608725000,0.688350000,0.445266667,0.515600000,0.521400000,0.391325000,0.496800000,0.527866667,0.418480000
1.0608 ,0.420766667,0.274875000,0.557866667,0.381100000,0.551033333,0.531000000,0.520700000,0.483200000,0.583633333,0.530366667,0.462566667,0.544400000,0.609800000,0.688975000,0.446533333,0.517366667,0.523533333,0.392225000,0.497600000,0.528400000,0.419420000
1.0646 ,0.421733333,0.275550000,0.558300000,0.382100000,0.551400000,0.531725000,0.521800000,0.484566667,0.584900000,0.531033333,0.463966667,0.544966667,0.610550000,0.689450000,0.447533333,0.518933333,0.525233333,0.393025000,0.498333333,0.528866667,0.420180000
1.0685 ,0.422600000,0.276150000,0.558733333,0.382966667,0.551833333,0.532525000,0.522766667,0.485966667,0.586266667,0.531766667,0.465166667,0.545633333,0.611425000,0.690000000,0.448433333,0.520566667,0.526833333,0.393950000,0.499100000,0.529433333,0.420920000
1.0723 ,0.423500000,0.276850000,0.559100000,0.383733333,0.552300000,0.533300000,0.523566667,0.487400000,0.587566667,0.532533333,0.465966667,0.546300000,0.612275000,0.690550000,0.449066667,0.522100000,0.528000000,0.394750000,0.499833333,0.529966667,0.421560000
1.0762 ,0.424333333,0.277425000,0.559566667,0.384333333,0.552666667,0.534050000,0.524100000,0.488666667,0.588700000,0.533166667,0.466366667,0.546833333,0.613050000,0.691125000,0.449466667,0.523633333,0.528966667,0.395525000,0.500600000,0.530566667,0.422240000
1.0800 ,0.425333333,0.278050000,0.560000000,0.384800000,0.553100000,0.534850000,0.524500000,0.490033333,0.589933333,0.533833333,0.466466667,0.547266667,0.613725000,0.691725000,0.449666667,0.525166667,0.529500000,0.396275000,0.501366667,0.531233333,0.422720000
1.0838 ,0.426433333,0.278825000,0.560566667,0.385266667,0.553733333,0.535700000,0.524833333,0.491633333,0.591266667,0.534533333,0.466233333,0.547733333,0.614400000,0.692675000,0.450000000,0.526933333,0.530133333,0.397250000,0.502466667,0.532366667,0.423460000
1.0877 ,0.427433333,0.279475000,0.561100000,0.385433333,0.554166667,0.536450000,0.525066667,0.493033333,0.592400000,0.535200000,0.465700000,0.548233333,0.615075000,0.693425000,0.449866667,0.528466667,0.530266667,0.398075000,0.503400000,0.533200000,0.423900000
1.0915 ,0.428266667,0.280050000,0.561633333,0.385200000,0.554433333,0.537175000,0.524800000,0.494100000,0.593433333,0.535833333,0.464766667,0.548733333,0.615725000,0.693950000,0.449400000,0.529966667,0.530200000,0.398875000,0.504300000,0.534033333,0.424220000
1.0953 ,0.428966667,0.280525000,0.562033333,0.384466667,0.554666667,0.537725000,0.524300000,0.494966667,0.594300000,0.536433333,0.463366667,0.549066667,0.616200000,0.694250000,0.448133333,0.531233333,0.529700000,0.399550000,0.505033333,0.534733333,0.424220000
1.0992 ,0.429733333,0.281000000,0.562600000,0.383566667,0.554900000,0.538400000,0.523833333,0.495966667,0.595233333,0.537033333,0.461666667,0.549266667,0.616675000,0.694625000,0.446666667,0.532533333,0.528933333,0.400350000,0.505800000,0.535700000,0.424300000
1.1030 ,0.430533333,0.281525000,0.563033333,0.382500000,0.555200000,0.539075000,0.523366667,0.497000000,0.596100000,0.537600000,0.459633333,0.549433333,0.617050000,0.695075000,0.444966667,0.533733333,0.528000000,0.401175000,0.506666667,0.536866667,0.424420000
1.1068 ,0.431266667,0.282125000,0.563733333,0.381200000,0.555366667,0.539725000,0.522666667,0.497666667,0.596700000,0.538233333,0.457466667,0.549633333,0.617375000,0.695350000,0.442933333,0.534766667,0.526900000,0.402025000,0.507533333,0.537833333,0.424400000
1.1107 ,0.431733333,0.282550000,0.564333333,0.379433333,0.555200000,0.540150000,0.521866667,0.497933333,0.596966667,0.538733333,0.454966667,0.549666667,0.617525000,0.695125000,0.440333333,0.535533333,0.525766667,0.403025000,0.508366667,0.538866667,0.424420000
1.1145 ,0.432166667,0.283250000,0.564966667,0.377100000,0.555033333,0.540675000,0.520933333,0.498200000,0.596966667,0.539100000,0.451733333,0.549333333,0.617200000,0.695025000,0.437300000,0.536200000,0.524633333,0.404350000,0.509366667,0.540466667,0.424960000
1.1183 ,0.433133333,0.284275000,0.565900000,0.374433333,0.555666667,0.541675000,0.520633333,0.499433333,0.597500000,0.539600000,0.447633333,0.548433333,0.616775000,0.695500000,0.433833333,0.537300000,0.523300000,0.406475000,0.511133333,0.543833333,0.426380000
1.1222 ,0.435300000,0.286050000,0.567433333,0.372133333,0.557700000,0.544125000,0.521266667,0.502733333,0.599033333,0.540666667,0.442600000,0.547733333,0.616600000,0.697700000,0.431033333,0.539466667,0.521200000,0.409250000,0.514533333,0.549733333,0.429000000
1.1260 ,0.438266667,0.288250000,0.569400000,0.370566667,0.560633333,0.546900000,0.521333333,0.506300000,0.601066667,0.542200000,0.437133333,0.547900000,0.617350000,0.701050000,0.428266667,0.541800000,0.516600000,0.411350000,0.518066667,0.555533333,0.430840000
1.1298 ,0.439633333,0.289100000,0.570833333,0.368333333,0.562333333,0.548650000,0.518700000,0.507866667,0.602200000,0.543600000,0.430800000,0.549000000,0.618650000,0.703050000,0.423900000,0.542166667,0.509166667,0.411700000,0.519500000,0.557800000,0.429640000
1.1336 ,0.439800000,0.288925000,0.571333333,0.365033333,0.563133333,0.549750000,0.512833333,0.508133333,0.602433333,0.544633333,0.421700000,0.550500000,0.620225000,0.704250000,0.416933333,0.541500000,0.497166667,0.409950000,0.519466667,0.557800000,0.425540000
1.1374 ,0.439266667,0.288575000,0.571866667,0.359833333,0.563100000,0.549850000,0.505033333,0.506766667,0.601800000,0.545633333,0.410933333,0.551966667,0.621525000,0.704225000,0.407633333,0.539600000,0.483866667,0.407975000,0.518600000,0.556266667,0.420160000
1.1413 ,0.438766667,0.288325000,0.572533333,0.354500000,0.562866667,0.550100000,0.497800000,0.505700000,0.600966667,0.546266667,0.400666667,0.553200000,0.622500000,0.703850000,0.398500000,0.537900000,0.471866667,0.406650000,0.518233333,0.555800000,0.415620000
1.1451 ,0.438300000,0.288075000,0.573166667,0.348200000,0.562900000,0.550450000,0.490333333,0.504600000,0.600066667,0.546900000,0.388800000,0.553833333,0.623100000,0.703550000,0.388066667,0.535966667,0.458500000,0.405275000,0.517966667,0.555800000,0.410820000
1.1489 ,0.437966667,0.287850000,0.573700000,0.341866667,0.564100000,0.551575000,0.483600000,0.504700000,0.599600000,0.547666667,0.376633333,0.554633333,0.623825000,0.705025000,0.377733333,0.533900000,0.443333333,0.403725000,0.518066667,0.557166667,0.405720000
1.1527 ,0.437866667,0.287850000,0.574766667,0.337233333,0.565333333,0.553075000,0.478166667,0.504266667,0.599000000,0.548933333,0.367100000,0.556200000,0.625300000,0.706400000,0.369200000,0.531566667,0.429333333,0.401450000,0.517433333,0.557266667,0.400000000
1.1566 ,0.437233333,0.287575000,0.575466667,0.334200000,0.566000000,0.553800000,0.473633333,0.502766667,0.597700000,0.550166667,0.361233333,0.558200000,0.627000000,0.707350000,0.363366667,0.528933333,0.418966667,0.399025000,0.516300000,0.556100000,0.394880000
1.1604 ,0.436233333,0.287150000,0.576000000,0.332133333,0.565966667,0.554000000,0.470000000,0.500666667,0.596100000,0.551033333,0.357800000,0.560233333,0.628675000,0.707375000,0.359266667,0.526300000,0.411766667,0.396850000,0.514733333,0.554133333,0.390480000
1.1642 ,0.435400000,0.286950000,0.576666667,0.330933333,0.565933333,0.554325000,0.467500000,0.498933333,0.594633333,0.552066667,0.355933333,0.562066667,0.630425000,0.707250000,0.356333333,0.524033333,0.406900000,0.395450000,0.513500000,0.552633333,0.387380000
1.1680 ,0.434733333,0.286975000,0.577300000,0.330033333,0.565866667,0.554650000,0.465733333,0.497500000,0.593233333,0.552933333,0.354966667,0.563566667,0.631900000,0.707175000,0.354166667,0.522366667,0.403600000,0.394650000,0.512566667,0.551666667,0.385220000
1.1718 ,0.434300000,0.287125000,0.577900000,0.329433333,0.565966667,0.555075000,0.464700000,0.496500000,0.592100000,0.553766667,0.354433333,0.564766667,0.633250000,0.707425000,0.352566667,0.521133333,0.401233333,0.394200000,0.511966667,0.551233333,0.383720000
1.1756 ,0.434100000,0.287450000,0.578600000,0.329100000,0.566100000,0.555575000,0.464200000,0.495700000,0.591166667,0.554633333,0.354166667,0.565900000,0.634450000,0.707700000,0.351166667,0.520100000,0.399466667,0.394050000,0.511700000,0.551166667,0.382660000
1.1794 ,0.434066667,0.287750000,0.579366667,0.328733333,0.566466667,0.556275000,0.463966667,0.495233333,0.590333333,0.555433333,0.354000000,0.566766667,0.635500000,0.708150000,0.349833333,0.519300000,0.397800000,0.394100000,0.511600000,0.551500000,0.381660000
1.1832 ,0.434166667,0.288275000,0.580133333,0.328366667,0.567033333,0.557125000,0.463966667,0.494866667,0.589633333,0.556333333,0.353666667,0.567500000,0.636525000,0.708950000,0.348533333,0.518533333,0.396100000,0.394275000,0.511633333,0.552133333,0.380840000
1.1871 ,0.434500000,0.288875000,0.581000000,0.328166667,0.567766667,0.558075000,0.464133333,0.494800000,0.589100000,0.557133333,0.353466667,0.568300000,0.637600000,0.709775000,0.347500000,0.517900000,0.394366667,0.394500000,0.511700000,0.552800000,0.380080000
1.1909 ,0.434866667,0.289450000,0.581866667,0.328266667,0.568333333,0.558925000,0.464300000,0.494733333,0.588800000,0.558000000,0.353500000,0.569233333,0.638675000,0.710450000,0.346766667,0.517433333,0.392966667,0.394725000,0.511700000,0.553233333,0.379380000
1.1947 ,0.435100000,0.289950000,0.582533333,0.328300000,0.568500000,0.559525000,0.464233333,0.494600000,0.588500000,0.558733333,0.353600000,0.570033333,0.639750000,0.710800000,0.346266667,0.516933333,0.391933333,0.394925000,0.511566667,0.553333333,0.378740000
1.1985 ,0.435500000,0.290575000,0.583233333,0.328466667,0.568900000,0.560150000,0.464466667,0.494633333,0.588566667,0.559500000,0.353933333,0.570800000,0.640700000,0.711175000,0.346233333,0.516866667,0.391633333,0.395325000,0.511533333,0.553566667,0.378520000
1.2023 ,0.436233333,0.291325000,0.584166667,0.329066667,0.569400000,0.561025000,0.465266667,0.495200000,0.588933333,0.560333333,0.354700000,0.571566667,0.641750000,0.711925000,0.346866667,0.517300000,0.391933333,0.396050000,0.511900000,0.554233333,0.378840000
1.2061 ,0.437300000,0.292325000,0.585166667,0.330166667,0.570233333,0.562075000,0.466566667,0.496200000,0.589900000,0.561466667,0.356033333,0.572633333,0.643125000,0.712625000,0.347933333,0.517966667,0.392700000,0.396775000,0.512333333,0.554766667,0.379320000
1.2099 ,0.438266667,0.293225000,0.585933333,0.331400000,0.570766667,0.563000000,0.467766667,0.497133333,0.590766667,0.562366667,0.357400000,0.573400000,0.644225000,0.713450000,0.349266667,0.518866667,0.393800000,0.397700000,0.512866667,0.555333333,0.380220000
1.2137 ,0.439300000,0.294175000,0.586466667,0.332766667,0.571266667,0.563725000,0.469033333,0.498166667,0.591866667,0.563133333,0.359066667,0.574200000,0.645275000,0.714000000,0.350800000,0.519966667,0.395166667,0.398650000,0.513366667,0.555733333,0.381420000
1.2175 ,0.440333333,0.294950000,0.586700000,0.334366667,0.571466667,0.564250000,0.470333333,0.499266667,0.593100000,0.563666667,0.360966667,0.574700000,0.646075000,0.714475000,0.352566667,0.521266667,0.397033333,0.399600000,0.513933333,0.555866667,0.382840000
1.2213 ,0.441233333,0.295650000,0.586566667,0.336000000,0.571500000,0.564500000,0.471600000,0.500466667,0.594433333,0.564033333,0.363033333,0.575033333,0.646675000,0.714800000,0.354466667,0.522766667,0.399100000,0.400575000,0.514466667,0.555733333,0.384420000
1.2251 ,0.442066667,0.296375000,0.586066667,0.337766667,0.571466667,0.564725000,0.472966667,0.501900000,0.596133333,0.564300000,0.365266667,0.575166667,0.647100000,0.714975000,0.356533333,0.524533333,0.401366667,0.401525000,0.515033333,0.555566667,0.386040000
1.2289 ,0.443133333,0.297150000,0.585600000,0.339533333,0.571433333,0.564900000,0.474466667,0.503366667,0.597866667,0.564533333,0.367600000,0.575300000,0.647475000,0.715200000,0.358600000,0.526466667,0.403766667,0.402600000,0.515733333,0.555433333,0.387720000
1.2327 ,0.444200000,0.297875000,0.585233333,0.341266667,0.571433333,0.565050000,0.475766667,0.504833333,0.599533333,0.564666667,0.369866667,0.575533333,0.647900000,0.715400000,0.360633333,0.528433333,0.406100000,0.403550000,0.516500000,0.555300000,0.389320000
1.2365 ,0.445066667,0.298525000,0.584900000,0.342733333,0.571333333,0.565225000,0.477000000,0.506133333,0.601100000,0.564933333,0.371833333,0.575700000,0.648250000,0.715550000,0.362500000,0.530300000,0.408300000,0.404400000,0.517166667,0.555200000,0.390740000
1.2403 ,0.445900000,0.299175000,0.584600000,0.344033333,0.571166667,0.565275000,0.478066667,0.507333333,0.602433333,0.564933333,0.373566667,0.575766667,0.648425000,0.715575000,0.364066667,0.531933333,0.410233333,0.405125000,0.517700000,0.554966667,0.391860000
1.2441 ,0.446833333,0.299875000,0.584433333,0.345233333,0.571166667,0.565500000,0.479200000,0.508500000,0.603866667,0.565300000,0.375333333,0.575900000,0.648700000,0.715750000,0.365633333,0.533666667,0.412200000,0.406000000,0.518366667,0.555033333,0.392960000
1.2478 ,0.447566667,0.300450000,0.584266667,0.346266667,0.571133333,0.565675000,0.480200000,0.509566667,0.605066667,0.565500000,0.376866667,0.575966667,0.648925000,0.715875000,0.366866667,0.535166667,0.413933333,0.406650000,0.518933333,0.555066667,0.393900000
1.2516 ,0.448466667,0.301125000,0.584166667,0.347200000,0.571166667,0.566025000,0.481266667,0.510666667,0.606333333,0.565900000,0.378400000,0.576300000,0.649350000,0.716075000,0.368033333,0.536666667,0.415666667,0.407475000,0.519600000,0.555200000,0.394780000
1.2554 ,0.449300000,0.301675000,0.584166667,0.348000000,0.571166667,0.566325000,0.482066667,0.511733333,0.607666667,0.566233333,0.379633333,0.576533333,0.649850000,0.716100000,0.369000000,0.538066667,0.417100000,0.408075000,0.520166667,0.555200000,0.395420000
1.2592 ,0.450300000,0.302400000,0.584433333,0.348666667,0.571300000,0.566725000,0.482900000,0.512800000,0.608866667,0.566800000,0.380766667,0.576900000,0.650500000,0.716450000,0.369866667,0.539633333,0.418533333,0.408925000,0.520900000,0.555433333,0.396160000
1.2630 ,0.451066667,0.302950000,0.584500000,0.349133333,0.571333333,0.567125000,0.483533333,0.513733333,0.609866667,0.567300000,0.381533333,0.577166667,0.651100000,0.716650000,0.370366667,0.540766667,0.419400000,0.409475000,0.521366667,0.555533333,0.396500000
1.2668 ,0.452000000,0.303600000,0.584566667,0.349733333,0.571700000,0.567725000,0.484466667,0.515000000,0.611133333,0.567766667,0.382200000,0.577466667,0.651750000,0.717300000,0.371000000,0.542033333,0.420100000,0.410125000,0.522100000,0.556066667,0.396980000
1.2706 ,0.452933333,0.304300000,0.584566667,0.350300000,0.572100000,0.568175000,0.485133333,0.516300000,0.612233333,0.568066667,0.382566667,0.577500000,0.651950000,0.717975000,0.371500000,0.543200000,0.420400000,0.410725000,0.522800000,0.556633333,0.397540000
1.2743 ,0.453933333,0.305100000,0.584633333,0.350833333,0.572400000,0.568700000,0.485533333,0.517566667,0.613400000,0.568400000,0.382633333,0.577666667,0.652300000,0.718550000,0.371833333,0.544566667,0.420633333,0.411375000,0.523666667,0.557133333,0.398180000
1.2781 ,0.454733333,0.305750000,0.584633333,0.351033333,0.572333333,0.568950000,0.485433333,0.518633333,0.614400000,0.568566667,0.382233333,0.577733333,0.652575000,0.718650000,0.371766667,0.545666667,0.420533333,0.411900000,0.524266667,0.557166667,0.398540000
1.2819 ,0.455466667,0.306375000,0.584566667,0.350866667,0.572400000,0.569100000,0.485066667,0.519700000,0.615466667,0.568800000,0.381400000,0.577833333,0.652900000,0.718725000,0.371200000,0.546833333,0.420066667,0.412425000,0.524900000,0.557300000,0.398720000
1.2857 ,0.456200000,0.306975000,0.584500000,0.350300000,0.572233333,0.569275000,0.484400000,0.520600000,0.616400000,0.569066667,0.380200000,0.577966667,0.653050000,0.718750000,0.370166667,0.547800000,0.419166667,0.412750000,0.525433333,0.557366667,0.398580000
1.2895 ,0.456833333,0.307350000,0.584400000,0.349400000,0.572133333,0.569325000,0.483533333,0.521433333,0.617400000,0.569166667,0.378600000,0.578033333,0.653175000,0.718675000,0.368633333,0.548700000,0.417700000,0.412925000,0.525933333,0.557466667,0.398080000
1.2932 ,0.457500000,0.307875000,0.584433333,0.348166667,0.572033333,0.569450000,0.482433333,0.522233333,0.618400000,0.569466667,0.376433333,0.578000000,0.653225000,0.718750000,0.366800000,0.549633333,0.415866667,0.413200000,0.526533333,0.557766667,0.397500000
