 x , Cluster6 , Cluster5 , Cluster4 , Cluster3 , Cluster2 , Cluster1 
1.2425,0.641191553,0.565897498,0.542290553,0.507637854,0.414356393,0.333098282
1.245,0.641766408,0.566202999,0.542428153,0.507916069,0.414507263,0.333455049
1.2475,0.642252444,0.566469521,0.542524297,0.508192577,0.414554919,0.333980786
1.25,0.642481497,0.566698533,0.542611868,0.508405321,0.414536722,0.334666513
1.2525,0.64275979,0.566926147,0.542833026,0.5085352,0.414678902,0.335273178
1.255,0.643273006,0.56724497,0.543235176,0.50865235,0.415009824,0.335622885
1.2575,0.643827758,0.567675927,0.54362429,0.508840065,0.415436133,0.335727795
1.26,0.644250128,0.568025997,0.543866393,0.509189591,0.415863141,0.335675573
1.2625,0.644603479,0.568155,0.54413447,0.509730793,0.416196159,0.335713732
1.265,0.644980133,0.568272167,0.544579332,0.510247542,0.416395449,0.336042363
1.2675,0.645380732,0.568609116,0.544952456,0.510511667,0.416679983,0.336484712
1.27,0.64578081,0.569039193,0.544971535,0.51056829,0.417279593,0.336796156
1.2725,0.646168529,0.569342791,0.544926771,0.510565522,0.417977747,0.337025949
1.275,0.646530678,0.569575492,0.545286513,0.51070881,0.41841019,0.337333299
1.2775,0.646785846,0.569913533,0.545888662,0.511204994,0.418613785,0.337743285
1.28,0.646827039,0.570329367,0.546231491,0.511916384,0.418851936,0.338200936
1.2825,0.646779851,0.570661573,0.546300931,0.512477911,0.419245735,0.338631277
1.285,0.646948931,0.570901286,0.546472503,0.512739311,0.419794139,0.338943942
1.2875,0.647369999,0.571185059,0.546873813,0.512761144,0.420367929,0.339052215
1.29,0.647775978,0.571571669,0.547344594,0.512704085,0.420702188,0.339030331
1.2925,0.648037175,0.57201061,0.547760321,0.512846517,0.420713194,0.339129274
1.295,0.648258899,0.572434016,0.548074539,0.513262697,0.420606055,0.339372579
1.2975,0.648517345,0.572756138,0.548255303,0.513643737,0.420558659,0.339677532
1.3,0.648783873,0.572971308,0.548287572,0.513789679,0.420638305,0.339960959
1.3025,0.64903488,0.573281835,0.548219116,0.513879202,0.420866155,0.340139688
1.305,0.64930284,0.573819103,0.548281228,0.514091998,0.421166808,0.340199831
1.3075,0.649604303,0.574339679,0.548645012,0.514397091,0.421456803,0.340378613
1.31,0.649840576,0.57458271,0.549069341,0.51471343,0.421696754,0.340879599
1.3125,0.649908117,0.574640029,0.549265415,0.514947629,0.421865028,0.341433098
1.315,0.649870274,0.57470337,0.549350324,0.515020084,0.421976322,0.34167921
1.3175,0.649844739,0.574850146,0.549566675,0.514987266,0.422063164,0.341746595
1.32,0.649851042,0.575097326,0.54985615,0.514960914,0.422192778,0.341956917
1.3225,0.649856729,0.575373064,0.550008034,0.51496576,0.422440653,0.342256193
1.325,0.649853233,0.575551312,0.549985751,0.514971499,0.422727187,0.342364944
1.3275,0.649850135,0.575556489,0.549883724,0.514968352,0.422862826,0.342316073
1.33,0.649849421,0.575362059,0.549753063,0.51496535,0.422838366,0.342415167
1.3325,0.649844897,0.575060132,0.549597036,0.514964793,0.422831846,0.342711338
1.335,0.649839152,0.574883209,0.549445002,0.514960104,0.422873186,0.342931411
1.3375,0.649847723,0.574900535,0.549366425,0.514953369,0.422768959,0.34294144
1.34,0.64986335,0.574892502,0.549374655,0.514962082,0.422469773,0.342874743
1.3425,0.649831518,0.57473963,0.54936541,0.51498139,0.422246526,0.342849171
1.345,0.649717662,0.574623524,0.549259992,0.514950339,0.422259909,0.342885728
1.3475,0.649558796,0.574699084,0.549090334,0.514829936,0.422255695,0.342987498
1.35,0.649402251,0.574886618,0.548913696,0.514681822,0.422011254,0.343144175
1.3525,0.649286827,0.575043058,0.548811818,0.514565332,0.421720981,0.343326737
1.355,0.649242624,0.574956356,0.548837079,0.51442704,0.421631038,0.343429343
1.3575,0.649261652,0.574463342,0.548835524,0.514195826,0.421679604,0.343350998
1.36,0.64931486,0.573890407,0.548604441,0.51391504,0.421709444,0.343187426
1.3625,0.649310338,0.573714896,0.548159989,0.513665894,0.421696256,0.343095054
1.365,0.649129297,0.573793578,0.547619463,0.513411529,0.421674002,0.34298142
1.3675,0.648719009,0.573637177,0.54696818,0.513047385,0.421554368,0.342620787
1.37,0.648076833,0.573193909,0.546099431,0.512521415,0.421169496,0.342055199
1.3725,0.64727357,0.572769407,0.544940886,0.511825324,0.420503789,0.341540981
1.375,0.646445001,0.572418818,0.543459312,0.51093721,0.419687725,0.341075391
1.3775,0.645509229,0.571901397,0.541781125,0.509820426,0.418715446,0.340357121
1.38,0.644093118,0.571059266,0.540243859,0.508576993,0.417392722,0.339302874
1.3825,0.642119543,0.569889863,0.539129034,0.507525139,0.415694385,0.338196173
1.385,0.640095388,0.568412616,0.538076775,0.506475066,0.413931963,0.337190764
1.3875,0.638108762,0.566665387,0.536385741,0.504084968,0.412332473,0.336086394
1.39,0.634995563,0.564754587,0.533683843,0.500227832,0.410808742,0.33472025
1.3925,0.63051972,0.562991622,0.530602291,0.498147284,0.409221581,0.333190717
1.395,0.627677478,0.561615714,0.527345649,0.496389479,0.407425648,0.331624495
1.3975,0.626152112,0.560367534,0.524208361,0.492897779,0.405248142,0.330049478
1.4,0.624606325,0.558890611,0.522123823,0.49021491,0.402376683,0.328387469
1.4025,0.622827644,0.557098721,0.520635996,0.488293216,0.398894157,0.326058877
1.405,0.621017439,0.555031263,0.518798886,0.485809408,0.39658984,0.323090444
1.4075,0.619053438,0.552901927,0.516469553,0.483362562,0.394950661,0.32095499
1.41,0.616671979,0.551014894,0.513960414,0.481303491,0.392297523,0.319869382
1.4125,0.614208432,0.549575175,0.511681735,0.479677424,0.390314395,0.319133614
1.415,0.612445061,0.54870912,0.510110349,0.478688789,0.39015161,0.318557413
1.4175,0.611728511,0.548509463,0.509590221,0.478677702,0.390974736,0.318422951
1.42,0.611929596,0.549030983,0.510313974,0.479509501,0.392158804,0.318872867
1.4225,0.612875801,0.550100621,0.512041924,0.48045676,0.393430971,0.319853904
1.425,0.614364762,0.551215965,0.513914958,0.481176475,0.3946288,0.321247528
1.4275,0.616177908,0.552053803,0.515396827,0.482051066,0.395742052,0.322844014
1.43,0.618068525,0.552708502,0.51670779,0.483320643,0.396789808,0.324454588
1.4325,0.619800304,0.553320363,0.518091272,0.484709468,0.397825586,0.325962717
1.435,0.621176592,0.554016071,0.519593644,0.48594936,0.398917837,0.327259394
1.4375,0.622116993,0.554870122,0.521194765,0.487059657,0.400168853,0.32822955
1.44,0.622991038,0.555753958,0.522745228,0.488114262,0.401630419,0.32888788
1.4425,0.624192176,0.556565128,0.524084691,0.48915188,0.403068394,0.329395829
1.445,0.625565679,0.557304034,0.525186093,0.490181021,0.404200418,0.329904291
1.4475,0.626784348,0.557977983,0.526075282,0.491070793,0.40503327,0.330432793
1.45,0.62778286,0.558599971,0.526811064,0.491660578,0.405700637,0.33094779
1.4525,0.62863202,0.559244699,0.527469331,0.492130899,0.406336758,0.331465228
1.455,0.629402043,0.560014298,0.528126123,0.492855052,0.407067428,0.332025674
1.4575,0.630156731,0.560831385,0.528850349,0.493923752,0.407872139,0.332568607
1.46,0.63084324,0.561474001,0.529549453,0.495183623,0.408610347,0.332952675
1.4625,0.631297242,0.56195268,0.529977385,0.496397066,0.409251699,0.333188651
1.465,0.631530384,0.562550618,0.530169581,0.497282845,0.409897227,0.333466424
1.4675,0.631800112,0.563357518,0.530552396,0.497840325,0.410573579,0.333928866
1.47,0.63227369,0.564128454,0.531321648,0.498179626,0.411176561,0.334626691
1.4725,0.632914367,0.564695125,0.532184107,0.498411112,0.411674175,0.335485079
1.475,0.633667848,0.565128213,0.532934861,0.498645148,0.412222389,0.336166811
1.4775,0.63449351,0.565517174,0.533748677,0.498992097,0.412910636,0.336460355
1.48,0.635366446,0.565908014,0.53477712,0.499562323,0.413535854,0.336666718
1.4825,0.636313043,0.566321296,0.535845558,0.500415481,0.413949689,0.337102122
1.485,0.637353442,0.566700628,0.536740717,0.501379384,0.41451886,0.337688056
1.4875,0.638406352,0.566985039,0.537463729,0.502244487,0.415635267,0.338253074
1.49,0.639370635,0.567229082,0.538104935,0.502992819,0.416881365,0.338757243
1.4925,0.640264788,0.567529458,0.538882585,0.503680661,0.417588648,0.33921784
1.495,0.641152829,0.567934328,0.539928965,0.504326914,0.417867898,0.339688177
1.4975,0.641947658,0.568457131,0.541028998,0.504933396,0.41824665,0.340242056
1.5,0.642473415,0.56900329,0.54192769,0.505570022,0.418810348,0.340947608
1.5025,0.642815352,0.56939949,0.542570505,0.506352954,0.419299445,0.341754118
1.505,0.643295144,0.569638454,0.543088511,0.507193328,0.419663638,0.342503901
1.5075,0.643980366,0.569894076,0.543602003,0.50778374,0.420087563,0.343148839
1.51,0.644605129,0.570265748,0.544128274,0.508108442,0.420627535,0.343784801
1.5125,0.645021022,0.5707278,0.544649986,0.508602546,0.421130834,0.344452399
1.515,0.64532451,0.571244326,0.545170235,0.509439264,0.4215186,0.345078594
1.5175,0.645599546,0.57177942,0.545697035,0.510170275,0.421901179,0.345616038
1.52,0.64583776,0.572299739,0.546166759,0.510478582,0.42233992,0.346109302
1.5225,0.646047895,0.572814716,0.546465297,0.510661399,0.422682644,0.346577638
1.525,0.646348179,0.573366851,0.54655151,0.511025753,0.4228128,0.346902142
1.5275,0.646836594,0.573933381,0.546696987,0.51144551,0.422929318,0.347000384
1.53,0.647386177,0.574416239,0.547172512,0.511727279,0.423259016,0.347129258
1.5325,0.647826475,0.574734576,0.547739059,0.511965744,0.423689882,0.34758492
1.535,0.648192238,0.574965294,0.548015936,0.512335629,0.424008445,0.348158893
1.5375,0.648596697,0.575248456,0.548083515,0.512751059,0.424241548,0.348455968
1.54,0.649000359,0.575638431,0.548247504,0.513010053,0.424529646,0.3485265
1.5425,0.649273715,0.576135669,0.548536376,0.51322522,0.424814486,0.348685332
1.545,0.649392897,0.576734511,0.548780949,0.5137251,0.42490146,0.348974866
1.5475,0.649428355,0.577304872,0.549001897,0.514448329,0.424849648,0.349202919
1.55,0.649509001,0.577595545,0.549411901,0.514941656,0.424973237,0.349318117
1.5525,0.649826813,0.577576569,0.549993275,0.515131734,0.425350161,0.349445074
1.555,0.650384597,0.577533149,0.550397007,0.51549681,0.42573996,0.349674408
1.5575,0.650869471,0.577642669,0.550496114,0.516213161,0.426089094,0.350023933
1.56,0.651117562,0.57782864,0.550640629,0.516793898,0.426444217,0.350451592
1.5625,0.651373494,0.577995949,0.551091285,0.516932618,0.426852565,0.350793645
1.565,0.651843742,0.578077826,0.551716867,0.517021346,0.427344841,0.350979947
1.5675,0.652425174,0.578083221,0.552330085,0.517439196,0.427897905,0.351300314
1.57,0.652977235,0.578298043,0.552782899,0.518054815,0.428467703,0.351985022
1.5725,0.653478813,0.578958779,0.55298904,0.518640919,0.428963395,0.352642463
1.575,0.653936488,0.579642145,0.553154899,0.519131654,0.429299959,0.352803121
1.5775,0.654307261,0.579797955,0.553456966,0.519527228,0.429525289,0.352707051
1.58,0.654535037,0.579738417,0.553843456,0.519906907,0.429738981,0.352838511
1.5825,0.654640919,0.579954418,0.554240093,0.520370882,0.430002709,0.353155372
1.585,0.654687976,0.580342686,0.554588276,0.520789549,0.430351786,0.353325162
1.5875,0.654689195,0.580711998,0.554874309,0.520894365,0.430755248,0.353294429
1.59,0.654620811,0.580878052,0.555092485,0.52081368,0.431129541,0.353235472
1.5925,0.654572663,0.580849779,0.555237097,0.521042633,0.431408141,0.353257357
1.595,0.654758194,0.580848156,0.555302439,0.521636662,0.431545979,0.353391808
1.5975,0.65518561,0.580976061,0.555283452,0.522063413,0.431549828,0.353666525
1.6,0.655540434,0.581139124,0.555235558,0.522071194,0.431503951,0.35410921
1.6025,0.655662525,0.581269678,0.555322759,0.521984482,0.431481251,0.354747299
1.605,0.655778206,0.581392317,0.555604828,0.522066095,0.431516529,0.355502267
1.6075,0.656051134,0.581527986,0.555849458,0.52227074,0.431625242,0.356027898
1.61,0.656306947,0.581651008,0.555874011,0.522520144,0.431779286,0.356090515
1.6125,0.656367832,0.581747827,0.555838968,0.522789882,0.431938861,0.35601275
1.615,0.656315641,0.581895245,0.555955045,0.523065174,0.432048937,0.356162584
1.6175,0.656284561,0.582163871,0.556291773,0.523318217,0.432066603,0.356491233
1.62,0.656296191,0.582432018,0.556843501,0.523516829,0.432050883,0.356824929
1.6225,0.656337156,0.582526742,0.557380859,0.523627607,0.432093063,0.357067175
1.625,0.656473996,0.58249045,0.557601315,0.52362667,0.432217661,0.357163974
1.6275,0.656803394,0.582473009,0.557543513,0.523606278,0.432412844,0.357141549
1.63,0.657229056,0.582484843,0.557458875,0.523725381,0.432666417,0.357077884
1.6325,0.657517117,0.582436819,0.557487618,0.524000581,0.432966186,0.35706083
1.635,0.657627688,0.582392346,0.557654134,0.52432239,0.433298308,0.357183501
1.6375,0.657723171,0.582571109,0.557913508,0.524601251,0.433593741,0.357448596
1.64,0.657867266,0.582990335,0.558202067,0.52477818,0.433718381,0.357749308
1.6425,0.657969937,0.583369178,0.558456137,0.524877271,0.433679879,0.358016177
1.645,0.657979886,0.583534549,0.558612168,0.525058446,0.433729751,0.358253359
1.6475,0.657945795,0.583571821,0.558639645,0.525369763,0.433996391,0.358440318
1.65,0.657922099,0.583573397,0.558585516,0.525566532,0.434264839,0.358482146
1.6525,0.657946513,0.583566535,0.558523046,0.525473903,0.43434011,0.358341292
1.655,0.658043832,0.583563662,0.558576309,0.525289889,0.434257863,0.358207101
1.6575,0.658198721,0.583562977,0.558827172,0.525235755,0.434128609,0.35826374
1.66,0.65837652,0.58356034,0.55910379,0.525271244,0.434191681,0.358443345
1.6625,0.658488847,0.583558674,0.5591953,0.5252907,0.434654444,0.35861446
1.665,0.658443559,0.583561853,0.559150354,0.525279869,0.435230311,0.358729717
1.6675,0.658280663,0.583560274,0.559117047,0.525263198,0.4354677,0.358779105
1.67,0.658103601,0.583540787,0.559124675,0.525261826,0.435395667,0.358767894
1.6725,0.657971391,0.58353309,0.559133062,0.52529104,0.435317937,0.358716316
1.675,0.657909974,0.583594503,0.55912953,0.525303176,0.435329363,0.35874305
1.6775,0.657911984,0.583728675,0.559124631,0.525203485,0.435351057,0.358989168
1.68,0.657938491,0.583886963,0.559123089,0.525035728,0.435347638,0.359350759
1.6825,0.657949259,0.584026818,0.559122251,0.524999794,0.435338784,0.359659888
1.685,0.657904822,0.584116739,0.559120501,0.525145331,0.435336712,0.359819198
1.6875,0.657844915,0.584136106,0.559118467,0.525274468,0.435337338,0.359841831
1.69,0.657954764,0.584082942,0.559116668,0.525273229,0.435336875,0.359797369
1.6925,0.658281032,0.583964967,0.559114977,0.525257266,0.435335274,0.359857368
1.695,0.658471358,0.583809801,0.559113231,0.52530085,0.435332978,0.360116119
1.6975,0.658259668,0.583651903,0.559111437,0.525257219,0.43533043,0.360387925
1.7,0.657934546,0.583539301,0.559109635,0.52500481,0.435328073,0.360480499
1.7025,0.657836117,0.583509317,0.559107888,0.524722744,0.435326222,0.360411433
1.705,0.657895335,0.583525408,0.559106225,0.524630938,0.435324527,0.360277468
1.7075,0.657927979,0.583532885,0.559104435,0.524674906,0.435322535,0.360310059
1.71,0.657912075,0.583526997,0.559102304,0.524704354,0.435320756,0.360743687
1.7125,0.657898695,0.583524889,0.559100497,0.524692464,0.43531995,0.361330971
1.715,0.65789987,0.583524803,0.55909997,0.524679423,0.435318447,0.361589332
1.7175,0.657902201,0.5835139,0.559098728,0.524679123,0.435313391,0.361524508
1.72,0.657900176,0.583505981,0.559092866,0.524684549,0.435309686,0.361506534
1.7225,0.657895837,0.583536898,0.559087976,0.524685597,0.435318572,0.361565226
1.725,0.657892729,0.583566617,0.559099171,0.524668685,0.435326964,0.361366783
1.7275,0.657895804,0.583461262,0.559112506,0.524580658,0.435292214,0.360897104
1.73,0.657900398,0.583190967,0.559071236,0.524311802,0.435244098,0.360631481
1.7325,0.657885288,0.582914137,0.558949223,0.523874346,0.4353394,0.360777916
1.735,0.657856797,0.582748755,0.55878915,0.52353642,0.435626455,0.360925012
1.7375,0.657891274,0.582671328,0.55863737,0.523480525,0.435863281,0.360785722
1.74,0.657995692,0.582646173,0.558526965,0.523555999,0.43587323,0.360642352
1.7425,0.657904598,0.582667014,0.558455413,0.52358989,0.435848954,0.360759178
1.745,0.65740643,0.58271638,0.558283792,0.52356045,0.435988093,0.360911776
1.7475,0.656841859,0.582690672,0.557891957,0.523479258,0.436124203,0.360823667
1.75,0.65664775,0.582501818,0.557478718,0.523325565,0.436031619,0.360653074
1.7525,0.656732427,0.582363414,0.557322721,0.523076945,0.435863282,0.360679982
1.755,0.656795399,0.582581509,0.557375634,0.522800317,0.435904082,0.360852264
1.7575,0.656774954,0.583037345,0.557430294,0.522601209,0.43607756,0.360957521
1.76,0.65675244,0.583368104,0.557419833,0.522482406,0.436100889,0.360940526
1.7625,0.656754147,0.583476457,0.55737986,0.522378012,0.435940697,0.360859722
1.765,0.656758654,0.58349007,0.557364358,0.522341467,0.435774916,0.360770947
1.7675,0.656756366,0.583487621,0.557439613,0.52254131,0.43574068,0.360725008
1.77,0.656753069,0.583482779,0.557515181,0.522962189,0.435917908,0.3607725
1.7725,0.656751725,0.583480933,0.557289221,0.523333201,0.436235608,0.360963733
1.775,0.656749418,0.583480044,0.556712272,0.5234949,0.436387582,0.361318496
1.7775,0.656745699,0.583478378,0.556238527,0.523532223,0.436241849,0.361798981
1.78,0.656746786,0.583476368,0.556172951,0.52353381,0.436101776,0.362300145
1.7825,0.656753082,0.583474549,0.556277455,0.523526483,0.436201899,0.362555687
1.785,0.656743748,0.583472845,0.556300131,0.52352322,0.436372874,0.362415285
1.7875,0.656710991,0.583471098,0.556273763,0.52352289,0.43641824,0.362268493
1.79,0.6567255,0.583469315,0.5562777,0.523521699,0.436380728,0.362524862
1.7925,0.656837542,0.58346754,0.556276909,0.523519578,0.436358421,0.363003167
1.795,0.656815022,0.583465776,0.556204808,0.523517609,0.436365713,0.363334602
1.7975,0.656347361,0.583464007,0.556054077,0.523515922,0.43638229,0.363258644
1.8,0.655478993,0.583462238,0.555844403,0.523514213,0.436380304,0.362623118
1.8025,0.654461577,0.583460483,0.555576943,0.523512425,0.436336508,0.361962984
1.805,0.653628573,0.583458722,0.555245582,0.523510669,0.436364025,0.362007342
1.8075,0.653361352,0.583456909,0.554949107,0.523508925,0.436618369,0.362608753
1.81,0.653655272,0.583455106,0.554877989,0.523507057,0.436998784,0.363438188
1.8125,0.654089593,0.583453482,0.555031822,0.523505184,0.437339827,0.364253567
1.815,0.654386613,0.583451885,0.555165262,0.523503745,0.437478096,0.364923595
1.8175,0.654513019,0.583449686,0.555159038,0.523502453,0.437425231,0.365371977
1.82,0.654504785,0.583447174,0.555142479,0.52349972,0.437499096,0.365606422
1.8225,0.654500163,0.583446626,0.555182225,0.523495957,0.437830344,0.365654596
1.825,0.654562108,0.583447888,0.555129042,0.523496814,0.438013386,0.365572325
1.8275,0.65449589,0.583442957,0.554911121,0.523502952,0.437758391,0.365425782
1.83,0.654144495,0.583429472,0.554842152,0.52349477,0.437464751,0.365302513
1.8325,0.653706892,0.583434816,0.555197675,0.523463108,0.437546129,0.365277739
1.835,0.653419809,0.583476434,0.555634001,0.523473981,0.437725812,0.365340773
1.8375,0.653180189,0.5834637,0.555674541,0.52358077,0.437584436,0.365453859
1.84,0.652780079,0.583283741,0.555301402,0.523569039,0.43725476,0.365579231
1.8425,0.65221802,0.582989506,0.554699101,0.523141721,0.437079358,0.365679123
1.845,0.651596513,0.582712803,0.554021865,0.522414591,0.436988363,0.365715768
1.8475,0.650942543,0.582461236,0.553394682,0.521746841,0.436670494,0.365651401
1.85,0.65022782,0.582153019,0.552768826,0.521240466,0.436109523,0.365448255
1.8525,0.649443434,0.581759257,0.55195116,0.520771578,0.435541265,0.365068565
1.855,0.648599505,0.58130606,0.550900124,0.520175882,0.43503774,0.364476006
1.8575,0.64762422,0.580798451,0.549759056,0.519252348,0.43446691,0.36369971
1.86,0.646331887,0.580207674,0.548665768,0.517962494,0.433665302,0.362859702
1.8625,0.644668129,0.579375194,0.547730328,0.516535472,0.432437865,0.362080973
1.865,0.642847219,0.577897444,0.546769591,0.514871659,0.430708417,0.361079728
1.8675,0.640696847,0.575546305,0.544937355,0.512075208,0.428678648,0.358640111
1.87,0.636920194,0.572659145,0.541921663,0.508426248,0.426490839,0.354688497
1.8725,0.631910271,0.569930168,0.539282911,0.506058609,0.423969684,0.352158414
1.875,0.629095791,0.567989184,0.537940971,0.503028244,0.420887837,0.350483344
1.8775,0.626349561,0.566063412,0.537049691,0.498034048,0.417074871,0.348203446
1.88,0.621138032,0.562672882,0.5285965,0.492618139,0.412470794,0.344754279
1.8825,0.619314733,0.555423062,0.522190406,0.487246019,0.407869058,0.339866591
1.885,0.614211487,0.554996963,0.518879883,0.482344254,0.404568281,0.333278604
1.8875,0.60464704,0.553696701,0.510440298,0.478586284,0.39305583,0.327636347
1.89,0.587907135,0.534782749,0.499365205,0.466460687,0.385551611,0.323209634
1.8925,0.597922567,0.536126954,0.490754563,0.445475806,0.377611138,0.313698624
1.895,0.584086104,0.522872388,0.48131069,0.428735369,0.373808143,0.306900623
1.8975,0.560827272,0.525092702,0.4746775,0.429732155,0.359658806,0.300165221
1.9,0.557551474,0.524035509,0.466245502,0.421585889,0.363479131,0.290774964
1.9025,0.548975,0.51334924,0.451149896,0.428203246,0.347416104,0.284589577
1.905,0.540927478,0.495410266,0.441049256,0.412847058,0.352426742,0.281284235
1.9075,0.534628813,0.494826779,0.438955455,0.412325211,0.339125979,0.277289255
1.91,0.531752834,0.490291541,0.433350151,0.405416741,0.33167667,0.273990495
1.9125,0.531204797,0.488317724,0.4321355,0.402094025,0.334824988,0.273086385
1.915,0.531484433,0.488718613,0.434016525,0.401333399,0.336167972,0.27362962
1.9175,0.532545573,0.489713289,0.435441641,0.401791471,0.336065027,0.27446127
1.92,0.534573501,0.491011917,0.436189065,0.402957888,0.337178163,0.275640314
1.9225,0.537261425,0.49269012,0.436944536,0.404552916,0.339255473,0.277448557
1.925,0.540154515,0.49459662,0.438453737,0.406386728,0.34123981,0.279509806
1.9275,0.542879918,0.496506456,0.441032052,0.408386535,0.343100174,0.281249547
1.93,0.545145728,0.498321878,0.444139767,0.410495594,0.345258893,0.28260423
1.9325,0.547157206,0.500008687,0.447153306,0.412227617,0.347746231,0.283783448
1.935,0.549406945,0.501455165,0.449788032,0.412931319,0.350195457,0.28494408
1.9375,0.551841607,0.502504754,0.452163344,0.413969286,0.352398497,0.286196291
1.94,0.553936294,0.50333568,0.454444642,0.41745638,0.35439399,0.28752444
1.9425,0.555593366,0.504465045,0.456821651,0.42096164,0.356234077,0.288787955
1.945,0.557248252,0.506047687,0.459250586,0.422785678,0.35796521,0.290021946
1.9475,0.559102895,0.507702493,0.461477452,0.424135254,0.359649056,0.291517534
1.95,0.56091635,0.509116254,0.463424318,0.425844553,0.361373128,0.293362713
1.9525,0.562568607,0.510212011,0.465374668,0.427577345,0.363187128,0.295206746
1.955,0.564320342,0.51120559,0.467502944,0.429079839,0.365046723,0.296800841
1.9575,0.566333219,0.512475286,0.469563068,0.43070775,0.366899006,0.298322114
1.96,0.568259768,0.514074957,0.471331758,0.432776178,0.368707103,0.299937152
1.9625,0.569772283,0.515760523,0.472965273,0.435019961,0.370444553,0.301478177
1.965,0.571142784,0.517414202,0.474667627,0.437099184,0.372118807,0.302768547
1.9675,0.572753219,0.519092243,0.476373581,0.438909672,0.373742475,0.304060036
1.97,0.574503584,0.520842397,0.477949474,0.44042181,0.375293546,0.30569199
1.9725,0.576120215,0.522545627,0.47949684,0.441816399,0.376734834,0.307448999
1.975,0.577655006,0.524015735,0.481217743,0.443361984,0.378024396,0.308872939
1.9775,0.57933525,0.525285645,0.483080372,0.445090087,0.379125757,0.309984009
1.98,0.58108221,0.526537008,0.484894385,0.446871016,0.38013917,0.31112844
1.9825,0.582572745,0.527846009,0.486589698,0.448683748,0.381271974,0.312440899
1.985,0.583738737,0.529185715,0.488214592,0.450614122,0.382583114,0.313846237
1.9875,0.584807037,0.530585542,0.489793648,0.452708144,0.383961589,0.31528457
1.99,0.586011911,0.532153917,0.491314906,0.45495322,0.385367467,0.316727669
1.9925,0.587583665,0.533883462,0.49288679,0.457250507,0.386885137,0.31816293
1.995,0.589606697,0.535544491,0.494842628,0.459253309,0.388506489,0.3196024
1.9975,0.591848991,0.536954073,0.497269748,0.4608667,0.389999482,0.321048887
2,0.594055304,0.538111066,0.499559593,0.462762441,0.391250388,0.322474588
2.0025,0.596026364,0.539063999,0.501200163,0.465266039,0.392599339,0.323873712
2.005,0.59762549,0.539937974,0.502442081,0.467670708,0.3943225,0.325339423
2.0075,0.598945292,0.54084867,0.503666198,0.469325927,0.396029076,0.326919886
2.01,0.600134863,0.541768056,0.505012787,0.470611809,0.39724997,0.328303207
2.0125,0.60129938,0.542639467,0.506525956,0.472148108,0.398194937,0.329138209
2.015,0.602511159,0.543553286,0.508120825,0.473766831,0.399304017,0.329694621
2.0175,0.603694533,0.54464223,0.509650659,0.47497583,0.400659929,0.330485337
2.02,0.604704807,0.545725714,0.510951306,0.475812182,0.402138463,0.331461124
2.0225,0.605588438,0.546442514,0.511860653,0.476645488,0.403484515,0.332227476
2.025,0.606533463,0.546887949,0.512468479,0.477580255,0.404359969,0.332815837
2.0275,0.607589131,0.547558625,0.513086308,0.478479426,0.404822253,0.333637747
2.03,0.60865576,0.548534704,0.513862435,0.479272178,0.405341555,0.334819414
2.0325,0.60969187,0.549367275,0.514733712,0.479980314,0.40606606,0.336117459
2.035,0.610750001,0.5498718,0.515643983,0.480634987,0.406693573,0.337274696
2.0375,0.611776769,0.550370869,0.516571402,0.481273505,0.407260308,0.338050144
2.04,0.612490428,0.551054723,0.517496034,0.481928703,0.407987797,0.338410003
2.0425,0.612763093,0.551678617,0.518394486,0.482621265,0.408953836,0.338811991
2.045,0.612983006,0.552026147,0.519235766,0.483370103,0.409823422,0.339588158
2.0475,0.613488062,0.552193992,0.519964739,0.484173502,0.41030889,0.340397924
2.05,0.614037871,0.552327325,0.520541505,0.484945511,0.41061394,0.34087139
2.0525,0.614328554,0.552482619,0.521026098,0.485587828,0.411027367,0.341196463
2.055,0.614553247,0.552689195,0.521505224,0.486056245,0.411599609,0.341677468
2.0575,0.615043646,0.552971979,0.522037554,0.486342448,0.412283748,0.3422303
2.06,0.61575457,0.553317684,0.522661478,0.486578502,0.412944216,0.342622881
2.0625,0.61645685,0.553693325,0.523328555,0.486956305,0.413417219,0.342849157
2.065,0.617059703,0.554062849,0.523941622,0.487500352,0.413772192,0.343038931
2.0675,0.617572484,0.554340526,0.524472014,0.488113623,0.414234938,0.343289517
2.07,0.618006713,0.554405897,0.524949188,0.488666394,0.414795252,0.343667512
2.0725,0.618373346,0.554347502,0.525398583,0.489002894,0.415212013,0.344184143
2.075,0.618659122,0.554492379,0.525815549,0.489119059,0.415443074,0.344787009
2.0775,0.618818343,0.554918146,0.526185636,0.489217133,0.415727998,0.345369014
2.08,0.618838878,0.555285115,0.526483125,0.489439589,0.416213159,0.34574206
2.0825,0.618775971,0.555407395,0.526661216,0.489789142,0.416832405,0.345806396
2.085,0.61871291,0.555523093,0.526697458,0.490215119,0.417456369,0.34567449
2.0875,0.618787421,0.555806762,0.526639756,0.490566577,0.417850641,0.345526826
2.09,0.619067218,0.556053154,0.52656531,0.490764539,0.417878371,0.345668229
2.0925,0.619322249,0.556067684,0.526618622,0.491063392,0.417835628,0.346319189
2.095,0.619331459,0.556042085,0.526919305,0.491699685,0.418037042,0.347207353
2.0975,0.619305621,0.556225882,0.52736485,0.492384269,0.418341856,0.347953588
2.1,0.619554053,0.556529292,0.527793487,0.492710838,0.418498165,0.348394183
