seed,run_index,parent_run_index,run_overrides,metric,dominance,sunsal,vpgdu,gbm,mlp,kan
3,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",abundance_rmse,2,0.158776,0.137011,0.153545,0.140655,0.140989
3,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,0,0.045268,0.047974,0.045544,0.046599,0.046317
3,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,1,0.045243,0.046778,0.045396,0.046224,0.046305
3,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,2,0.045354,0.047623,0.045574,0.046562,0.046517
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",abundance_rmse,0,0.177979,0.150048,0.171951,0.099060,0.102011
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",abundance_rmse,1,0.143107,0.133721,0.135476,0.146371,0.153784
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",abundance_rmse,2,0.171601,0.142757,0.163105,0.130257,0.142245
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,0,0.045316,0.048033,0.045601,0.047012,0.047282
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,1,0.045179,0.047180,0.045363,0.046604,0.046630
4,6,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=20.0",reconstruction_rmse,2,0.045271,0.047819,0.045604,0.046826,0.047120
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.068499,0.079675,0.068264,0.096250,0.084777
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.048808,0.067541,0.048331,0.078170,0.058394
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.053827,0.074984,0.053592,0.121400,0.080659
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014049,0.014310,0.014065,0.017938,0.015816
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014069,0.014271,0.014076,0.017318,0.015343
0,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014056,0.014535,0.014069,0.017262,0.015990
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.068440,0.079984,0.068217,0.096371,0.076974
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.045852,0.060665,0.045394,0.072259,0.052479
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.056504,0.072462,0.056333,0.120099,0.078793
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014078,0.014307,0.014095,0.015633,0.015543
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014092,0.014268,0.014099,0.016560,0.015462
1,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014080,0.014341,0.014094,0.016277,0.015540
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.069277,0.084160,0.068943,0.082966,0.078900
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.048459,0.068432,0.048019,0.064774,0.057387
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.060372,0.089858,0.060251,0.097892,0.088578
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014081,0.014380,0.014098,0.016577,0.016308
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014088,0.018328,0.014095,0.017100,0.016050
2,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014088,0.025435,0.014104,0.016859,0.016890
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.068013,0.087147,0.067829,0.087468,0.083634
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.046982,0.065650,0.046652,0.065629,0.055302
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.053698,0.072977,0.053518,0.097532,0.080925
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014129,0.015106,0.014145,0.016699,0.016776
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014101,0.014283,0.014108,0.016582,0.015896
3,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014121,0.014463,0.014136,0.016697,0.017341
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.069096,0.088747,0.069199,0.092926,0.080880
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.046655,0.073882,0.046488,0.081607,0.058090
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.052946,0.079087,0.052543,0.119250,0.081504
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014053,0.019122,0.014076,0.018156,0.016252
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014064,0.017676,0.014074,0.017262,0.016229
4,7,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014075,0.019784,0.014090,0.017081,0.016516
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.145710,0.087262,0.136797,0.083841,0.085123
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.086607,0.072844,0.081464,0.069460,0.060497
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.135653,0.089912,0.128336,0.102772,0.089911
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014435,0.020021,0.015332,0.018992,0.019810
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014352,0.017190,0.014703,0.018115,0.017374
0,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014415,0.019581,0.015242,0.019292,0.020261
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.153826,0.091647,0.145153,0.100871,0.082328
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.081046,0.069835,0.077073,0.078531,0.060749
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.135190,0.086615,0.127937,0.120463,0.085572
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014456,0.019883,0.015299,0.020749,0.017837
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014366,0.017292,0.014655,0.018388,0.016970
1,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014424,0.019418,0.015249,0.019335,0.018246
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152860,0.088079,0.145562,0.079304,0.081223
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.089480,0.072944,0.084602,0.063042,0.060631
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.131956,0.080686,0.123331,0.086233,0.085195
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014448,0.019877,0.015251,0.017719,0.018758
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014382,0.017250,0.014686,0.017419,0.016837
2,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014444,0.019750,0.015387,0.018574,0.019238
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.158004,0.096976,0.150555,0.099486,0.090366
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.088351,0.076837,0.083386,0.085467,0.062851
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.129374,0.082750,0.120449,0.122544,0.090594
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014475,0.020438,0.015403,0.018250,0.019202
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014404,0.021059,0.014717,0.017716,0.017886
3,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014486,0.019964,0.015553,0.018070,0.019271
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152792,0.094406,0.144646,0.098635,0.090280
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.088325,0.070046,0.082984,0.080568,0.059247
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.127928,0.087734,0.119909,0.114388,0.082275
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014442,0.024448,0.015341,0.019208,0.018678
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014367,0.017327,0.014686,0.017680,0.016919
4,8,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014411,0.019504,0.015365,0.018592,0.019062
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.063993,0.080272,0.063710,0.095825,0.080395
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.047776,0.067597,0.047622,0.084165,0.061390
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.058128,0.081927,0.057851,0.118277,0.085705
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014061,0.014283,0.014077,0.016565,0.015993
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014081,0.014305,0.014090,0.016507,0.016497
0,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014084,0.014405,0.014097,0.016413,0.017146
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.063721,0.078498,0.063866,0.079533,0.079345
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.049956,0.064678,0.049774,0.065276,0.058795
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.056482,0.081547,0.056305,0.096117,0.078056
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014076,0.014343,0.014097,0.016002,0.016525
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014062,0.014244,0.014070,0.016566,0.015934
1,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014101,0.014391,0.014115,0.016965,0.017707
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.069246,0.080201,0.069015,0.080892,0.079603
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.049168,0.065630,0.048661,0.066649,0.057200
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.060115,0.077627,0.060005,0.092694,0.081485
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014038,0.014294,0.014056,0.016258,0.016130
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014056,0.014308,0.014065,0.016652,0.015724
2,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014071,0.014321,0.014085,0.015983,0.016508
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.065181,0.079507,0.064856,0.083738,0.080123
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.051844,0.072228,0.051577,0.078123,0.063926
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.059595,0.079605,0.059667,0.108762,0.092066
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014084,0.014314,0.014100,0.015907,0.016360
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014062,0.014245,0.014071,0.016174,0.015502
3,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014048,0.014361,0.014062,0.016189,0.016552
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.066995,0.080817,0.066701,0.084273,0.080079
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.048559,0.062525,0.048271,0.068353,0.058720
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.053576,0.073561,0.053472,0.103623,0.085521
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014068,0.014343,0.014085,0.015933,0.015855
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014024,0.014198,0.014032,0.017540,0.015725
4,9,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014058,0.014270,0.014070,0.016187,0.016118
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152159,0.091008,0.143397,0.094404,0.079948
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.092506,0.075268,0.087839,0.080190,0.060955
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.134300,0.094258,0.124816,0.114755,0.092369
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014490,0.020517,0.015435,0.020002,0.019433
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014399,0.022338,0.014727,0.017687,0.017065
0,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014478,0.019732,0.015366,0.019128,0.019705
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152513,0.091860,0.144055,0.078672,0.079848
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.091048,0.073876,0.084935,0.070840,0.063701
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.133232,0.091449,0.124162,0.100442,0.089221
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014476,0.020340,0.015424,0.017418,0.019068
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014405,0.017675,0.014842,0.017549,0.017965
1,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014427,0.024698,0.015305,0.017782,0.019345
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.153384,0.091857,0.145278,0.087488,0.082586
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.090830,0.082910,0.086379,0.075511,0.061529
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.135270,0.092820,0.128770,0.106672,0.086668
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014446,0.020374,0.015413,0.019698,0.017970
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014382,0.025009,0.014672,0.018283,0.016677
2,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014424,0.019389,0.015209,0.018886,0.018214
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.150676,0.094270,0.142460,0.094878,0.089076
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.090247,0.087436,0.087079,0.086523,0.064120
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.126529,0.094365,0.116651,0.114646,0.087964
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014459,0.020589,0.015479,0.018980,0.018463
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014388,0.030158,0.014734,0.017543,0.017221
3,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014448,0.024727,0.015425,0.018503,0.018998
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152019,0.093577,0.143651,0.082890,0.081863
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.094858,0.074756,0.090279,0.070015,0.061814
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.133282,0.082081,0.125819,0.098218,0.086525
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014449,0.023360,0.015389,0.018295,0.018228
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014380,0.021763,0.014746,0.017542,0.016847
4,10,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014434,0.019328,0.015230,0.018412,0.017976
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.071905,0.085470,0.071569,0.094191,0.070646
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.062829,0.088327,0.062663,0.112713,0.057989
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.060710,0.071739,0.060602,0.130920,0.084483
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014014,0.014419,0.014032,0.014775,0.015259
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.013994,0.029798,0.014005,0.015545,0.015652
0,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.013973,0.014156,0.013989,0.014778,0.015402
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.070544,0.075729,0.070208,0.096059,0.073183
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.054137,0.076440,0.054030,0.144850,0.065251
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.063758,0.082118,0.063448,0.129815,0.092228
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014041,0.014269,0.014058,0.015089,0.015370
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014043,0.014272,0.014052,0.015663,0.015965
1,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014065,0.014360,0.014081,0.015423,0.016592
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.069852,0.081096,0.069518,0.078310,0.070641
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.054304,0.067772,0.053987,0.069854,0.059634
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.062074,0.074142,0.061826,0.107330,0.086602
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014026,0.014328,0.014044,0.014781,0.014957
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014027,0.014211,0.014036,0.015430,0.015604
2,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014006,0.014183,0.014020,0.015391,0.015795
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.071036,0.081568,0.070642,0.095024,0.071078
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.058832,0.069363,0.058706,0.153157,0.071439
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.060739,0.079679,0.060665,0.132562,0.099102
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014008,0.014228,0.014026,0.015055,0.015924
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014035,0.014193,0.014045,0.015927,0.015809
3,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.013984,0.014212,0.013997,0.015452,0.017001
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,0,0.071253,0.077999,0.070821,0.095563,0.072903
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,1,0.053992,0.065923,0.053779,0.135430,0.071525
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",abundance_rmse,2,0.063192,0.071186,0.063047,0.132895,0.092587
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,0,0.014023,0.014262,0.014041,0.014606,0.015001
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,1,0.014060,0.014276,0.014069,0.014811,0.015285
4,11,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=30.0",reconstruction_rmse,2,0.014044,0.014274,0.014057,0.015292,0.015833
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.155343,0.092899,0.146421,0.094830,0.071430
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.101306,0.070945,0.096467,0.145690,0.064395
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.138481,0.084172,0.131316,0.129895,0.084439
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014451,0.020785,0.015463,0.018478,0.018635
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014401,0.017813,0.014738,0.016331,0.017039
0,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014415,0.019338,0.015081,0.017426,0.018599
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.156818,0.093459,0.147248,0.074002,0.074484
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.102080,0.076030,0.098067,0.082990,0.068616
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.151732,0.085349,0.141587,0.097000,0.090752
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014486,0.020803,0.015534,0.018046,0.018737
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014418,0.017616,0.014775,0.017182,0.017849
1,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014464,0.020358,0.015478,0.017968,0.018011
