seed,run_index,parent_run_index,run_overrides,metric,dominance,sunsal,vpgdu,gbm,mlp,kan
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.150970,0.094068,0.142640,0.095708,0.072249
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.109074,0.083943,0.105315,0.141795,0.083562
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.141479,0.082038,0.133984,0.131263,0.092038
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014468,0.020506,0.015410,0.018779,0.017391
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014413,0.018045,0.014767,0.016835,0.016876
2,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014452,0.020138,0.015334,0.018303,0.017688
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.154359,0.093480,0.145773,0.094764,0.077252
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.098953,0.071731,0.094205,0.145177,0.070576
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.139007,0.085198,0.132119,0.130374,0.090723
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014442,0.020523,0.015418,0.018569,0.019320
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014374,0.017732,0.014731,0.017206,0.017653
3,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014462,0.019711,0.015270,0.017598,0.019602
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,0,0.152963,0.093095,0.143972,0.094622,0.073601
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,1,0.099768,0.095407,0.094072,0.156549,0.077426
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",abundance_rmse,2,0.141222,0.100176,0.131521,0.128006,0.087433
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,0,0.014461,0.020666,0.015467,0.017263,0.018624
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,1,0.014366,0.032460,0.014827,0.016189,0.017446
4,12,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=30.0",reconstruction_rmse,2,0.014434,0.026572,0.015392,0.016944,0.019056
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005474,0.056521,0.006103,0.092550,0.033111
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004627,0.043528,0.004962,0.069132,0.027690
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.004834,0.052182,0.005509,0.103049,0.029826
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000024,0.001462,0.000572,0.008003,0.007171
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000021,0.001129,0.000377,0.009650,0.004686
0,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000021,0.001304,0.000499,0.009416,0.006094
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005505,0.058353,0.006126,0.081377,0.030167
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004557,0.046434,0.004960,0.064698,0.025010
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005219,0.058467,0.005763,0.100001,0.027985
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000024,0.001367,0.000586,0.008864,0.006763
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000021,0.002039,0.000378,0.010097,0.004747
1,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000022,0.001359,0.000489,0.009577,0.006342
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005595,0.055736,0.006095,0.085518,0.030812
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004288,0.050002,0.004668,0.065619,0.029033
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005134,0.064803,0.005621,0.105276,0.030677
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000024,0.001317,0.000602,0.008639,0.006925
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000020,0.010161,0.000366,0.009237,0.005172
2,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000022,0.015116,0.000506,0.008599,0.006585
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005547,0.059017,0.006268,0.086518,0.041385
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004904,0.047309,0.005211,0.064463,0.035232
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005303,0.053861,0.005715,0.099818,0.036841
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000024,0.001367,0.000562,0.007670,0.009415
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000022,0.010377,0.000366,0.009324,0.006327
3,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000023,0.001349,0.000492,0.007693,0.008709
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005989,0.056706,0.006387,0.090710,0.026163
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004615,0.058697,0.005005,0.069863,0.022482
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.004773,0.068348,0.005251,0.113202,0.025033
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000025,0.001334,0.000599,0.008874,0.006098
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000020,0.012186,0.000357,0.009521,0.004098
4,13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000021,0.014234,0.000485,0.009114,0.005998
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.140800,0.074531,0.129059,0.090268,0.034321
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.078742,0.069169,0.072814,0.068921,0.030367
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.129223,0.074329,0.119104,0.104801,0.031834
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001959,0.013933,0.005922,0.013783,0.010521
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001301,0.009385,0.003354,0.010181,0.007624
0,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001999,0.014492,0.005697,0.013520,0.011292
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.149963,0.073822,0.137999,0.070364,0.036151
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.078433,0.053324,0.072173,0.054888,0.027848
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.126950,0.070529,0.115953,0.077444,0.031266
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002067,0.014717,0.006090,0.012515,0.012587
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001332,0.009271,0.003503,0.011325,0.008936
1,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001899,0.018553,0.005528,0.013857,0.012373
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.143285,0.076805,0.131513,0.077117,0.049665
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.077041,0.051621,0.071597,0.060012,0.034211
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.132580,0.077559,0.120528,0.103145,0.047288
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001994,0.019423,0.005818,0.013160,0.010584
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001275,0.009059,0.003107,0.011052,0.006596
2,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001965,0.013654,0.005764,0.013545,0.010558
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.144536,0.077682,0.131682,0.092477,0.040950
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.078887,0.055073,0.073525,0.072950,0.029773
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.133769,0.077101,0.121291,0.114817,0.037466
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001995,0.019366,0.005989,0.015828,0.011937
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001356,0.009616,0.003445,0.010600,0.008406
3,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001936,0.013942,0.005501,0.014472,0.011847
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.146525,0.078641,0.135700,0.081453,0.041338
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.082257,0.053261,0.075494,0.059368,0.030196
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.123842,0.079292,0.112561,0.096149,0.035163
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001981,0.014201,0.005840,0.013891,0.010112
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001361,0.009596,0.003529,0.012705,0.006726
4,14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001928,0.013645,0.005537,0.015435,0.009635
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006228,0.054784,0.006897,0.067304,0.029237
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.004973,0.042799,0.005433,0.056763,0.028884
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005701,0.055611,0.006241,0.082210,0.031622
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000026,0.001720,0.000607,0.007586,0.005307
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000022,0.000991,0.000395,0.010791,0.005324
0,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000024,0.001463,0.000508,0.010502,0.007765
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005912,0.053415,0.006410,0.075975,0.036842
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.005240,0.049498,0.005675,0.066604,0.033762
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005032,0.060584,0.005285,0.096736,0.038476
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000025,0.001804,0.000604,0.007019,0.007781
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000022,0.013374,0.000414,0.009012,0.005496
1,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000022,0.002179,0.000491,0.007009,0.006982
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005796,0.055432,0.006431,0.063837,0.029950
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.005153,0.041843,0.005522,0.055598,0.027672
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005972,0.063501,0.006424,0.076338,0.029282
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000024,0.003387,0.000600,0.007482,0.005400
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000023,0.000940,0.000381,0.009596,0.004717
2,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000025,0.014346,0.000500,0.008188,0.005566
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.005978,0.055882,0.006682,0.083596,0.026366
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.005319,0.057216,0.005854,0.074524,0.026038
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005412,0.058456,0.005827,0.106429,0.028427
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000025,0.001419,0.000606,0.009264,0.005672
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000023,0.012581,0.000400,0.009769,0.004126
3,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000024,0.001471,0.000496,0.009549,0.006454
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006162,0.057804,0.006736,0.080377,0.017644
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.005020,0.062750,0.005413,0.066187,0.019832
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.005255,0.058111,0.005894,0.100328,0.020668
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000025,0.001602,0.000605,0.008175,0.004241
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000022,0.012376,0.000399,0.009357,0.004329
4,15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000022,0.001580,0.000500,0.009041,0.004292
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.152918,0.074924,0.140961,0.094621,0.039879
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.086389,0.057882,0.080402,0.074517,0.032497
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.131589,0.076980,0.121718,0.115686,0.036183
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001974,0.014364,0.006043,0.010093,0.010930
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001425,0.010082,0.003604,0.009596,0.008133
0,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001892,0.019459,0.005265,0.010510,0.010883
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.148379,0.073128,0.136114,0.065902,0.036149
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.082145,0.062881,0.075482,0.054408,0.032461
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.127015,0.083278,0.116623,0.080965,0.037338
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002023,0.014628,0.006239,0.012766,0.010527
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001407,0.016406,0.003702,0.011889,0.008639
1,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001881,0.019836,0.005462,0.012738,0.011153
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.146882,0.071421,0.134328,0.063912,0.031279
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.086336,0.057802,0.080853,0.055631,0.026408
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.127447,0.075680,0.115186,0.082016,0.027493
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.001972,0.014076,0.006119,0.012233,0.010792
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001355,0.016123,0.003440,0.011789,0.006766
2,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.002008,0.013948,0.005745,0.014417,0.009765
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.144990,0.070623,0.133946,0.083351,0.040374
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.084841,0.064325,0.077643,0.068532,0.033795
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.128078,0.073358,0.116318,0.104840,0.042121
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002009,0.014478,0.006055,0.012024,0.010526
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001381,0.021801,0.003693,0.010404,0.008959
3,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001975,0.013832,0.005780,0.012437,0.012646
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.147296,0.072620,0.134748,0.071563,0.040364
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.084792,0.055925,0.078493,0.060211,0.034391
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.127814,0.070009,0.114759,0.090666,0.039764
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002019,0.014380,0.006310,0.012525,0.011064
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001360,0.009386,0.003526,0.011556,0.007927
4,16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001882,0.013017,0.005730,0.012704,0.011829
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006739,0.054131,0.007351,0.073202,0.016643
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.006277,0.043386,0.007270,0.072845,0.021164
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.006743,0.046286,0.007157,0.100098,0.022023
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000027,0.001954,0.000650,0.003851,0.004791
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000026,0.000978,0.000471,0.006957,0.004458
0,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000027,0.001084,0.000505,0.005607,0.006042
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006589,0.056167,0.007164,0.092867,0.018993
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.006490,0.041112,0.007214,0.149297,0.023781
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.006066,0.054569,0.006649,0.123641,0.024666
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000026,0.001481,0.000645,0.004342,0.003977
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000026,0.001074,0.000486,0.005782,0.004824
1,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000025,0.001726,0.000563,0.005195,0.005629
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006551,0.057249,0.007149,0.073124,0.017292
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.006266,0.072783,0.006889,0.066327,0.025781
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.006230,0.042718,0.006800,0.104558,0.021268
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000027,0.001814,0.000644,0.003266,0.004290
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000026,0.001793,0.000469,0.006539,0.006166
2,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000025,0.001006,0.000531,0.006010,0.005082
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006635,0.054061,0.007233,0.072573,0.029515
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.007570,0.053981,0.008252,0.080516,0.038885
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.006739,0.053260,0.007001,0.094501,0.036036
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000027,0.002561,0.000655,0.004431,0.006152
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000030,0.001709,0.000481,0.007063,0.007347
3,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000027,0.001223,0.000531,0.006309,0.007718
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,0,0.006839,0.055699,0.007436,0.093903,0.026117
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,1,0.006163,0.049784,0.007055,0.129927,0.033299
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",abundance_rmse,2,0.006510,0.093425,0.006613,0.131362,0.035842
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,0,0.000027,0.001405,0.000642,0.004989,0.005884
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,1,0.000025,0.001090,0.000492,0.005971,0.005384
4,17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",reconstruction_rmse,2,0.000026,0.034968,0.000545,0.006197,0.008311
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,0,0.150831,0.072128,0.138283,0.092957,0.035954
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,1,0.101627,0.056659,0.094901,0.127061,0.039550
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",abundance_rmse,2,0.133614,0.075823,0.121963,0.134723,0.048172
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,0,0.002066,0.015062,0.006186,0.010508,0.011014
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,1,0.001566,0.011329,0.004422,0.007506,0.009098
0,18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",reconstruction_rmse,2,0.001981,0.013756,0.005674,0.009297,0.013696
