run_index,parent_run_index,run_overrides,pixel_index,source,abundance_rmse,reconstruction_rmse,endmember_1,endmember_2,endmember_3,endmember_4,endmember_5,endmember_6
13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",3629,gbm,0.003713,0.000326,0.108218,0.255689,0.123106,0.004329,0.017153,0.491505
13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",3629,kan,0.023349,0.003884,0.075562,0.253942,0.111210,0.031925,0.046405,0.480957
13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",3629,mlp,0.120608,0.004565,0.210613,0.129265,0.073770,0.123000,0.145093,0.318259
13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",3629,sunsal,0.002710,0.000012,0.108395,0.254019,0.125965,0.005457,0.017796,0.488368
13,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.0,snr_db=inf",3629,vpgdu,0.051105,0.001171,0.073157,0.306968,0.067249,0.001585,0.093542,0.457500
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,true,0.000000,0.008546,0.010731,0.000156,0.151441,0.786147,0.000528,0.050997
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,gbm,0.095697,0.001894,0.000000,0.049548,0.000100,0.950138,0.000160,0.000054
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,kan,0.023250,0.006236,0.011274,0.023087,0.112534,0.793441,0.028232,0.031433
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,mlp,0.049885,0.005285,0.004461,0.054795,0.053239,0.828745,0.018670,0.040089
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,sunsal,0.112984,0.001761,-0.010617,0.032028,-0.001029,1.003745,-0.008458,-0.015669
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",2040,vpgdu,0.041033,0.011762,0.000000,0.000000,0.085644,0.861336,0.000000,0.053020
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,true,0.000000,0.005965,0.684236,0.006127,0.028885,0.185292,0.076937,0.018523
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,gbm,0.040705,0.004220,0.631611,0.039213,0.000070,0.255254,0.058427,0.015424
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,kan,0.011319,0.005574,0.670885,0.017852,0.034630,0.186298,0.060129,0.030205
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,mlp,0.095128,0.004320,0.633735,0.142534,0.024027,0.019861,0.086060,0.093783
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,sunsal,0.052596,0.001364,0.618896,0.053722,-0.000174,0.276034,0.051857,-0.000334
14,1,"dirichlet_alpha=0.3,nonlinearity_gamma=0.25,snr_db=inf",4258,vpgdu,0.032723,0.009306,0.645404,0.017418,0.000741,0.241897,0.056571,0.037969
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,true,0.000000,0.000000,0.004564,0.494693,0.120896,0.018345,0.001925,0.359577
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,gbm,0.002979,0.000569,0.003102,0.494748,0.123680,0.013978,0.000271,0.364221
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,kan,0.020220,0.002136,0.021058,0.474150,0.096801,0.036813,0.026645,0.344532
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,mlp,0.073116,0.021340,0.090269,0.465329,0.117224,0.085043,0.020605,0.221530
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,sunsal,0.002602,0.000024,0.002919,0.496167,0.124416,0.014454,0.000189,0.361856
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7034,vpgdu,0.003216,0.000037,0.004299,0.494741,0.126154,0.013198,0.000000,0.361608
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,true,0.000000,0.000000,0.045411,0.007107,0.053486,0.509659,0.320246,0.064092
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,gbm,0.005169,0.000559,0.040357,0.012860,0.045251,0.510071,0.325848,0.065614
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,kan,0.012105,0.003635,0.041498,0.030628,0.044390,0.503085,0.327683,0.052715
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,mlp,0.047292,0.008415,0.059735,0.037812,0.084683,0.495897,0.221346,0.100527
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,sunsal,0.006372,0.000032,0.039961,0.014992,0.044486,0.510058,0.328406,0.062097
15,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.0,snr_db=inf",7051,vpgdu,0.022963,0.000561,0.028853,0.031594,0.024062,0.511344,0.354903,0.049245
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,true,0.000000,0.012179,0.450395,0.052472,0.020927,0.077347,0.122014,0.276844
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,gbm,0.109318,0.005309,0.406954,0.007550,0.000672,0.242673,0.232309,0.109841
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,kan,0.019126,0.004837,0.478888,0.069328,0.030199,0.059648,0.100552,0.261386
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,mlp,0.026326,0.004337,0.447701,0.106099,0.023110,0.051347,0.097802,0.273942
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,sunsal,0.120620,0.002946,0.401037,0.018557,-0.000593,0.258366,0.238130,0.084503
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",4371,vpgdu,0.072707,0.018989,0.407995,0.040996,0.000866,0.190094,0.013388,0.346660
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,true,0.000000,0.007722,0.018496,0.112629,0.154123,0.044003,0.117096,0.553654
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,gbm,0.139145,0.002049,0.000155,0.114704,0.000000,0.210209,0.298687,0.376244
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,kan,0.025983,0.004583,0.054171,0.093874,0.131674,0.078129,0.116004,0.526149
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,mlp,0.095526,0.002993,0.087520,0.058286,0.070685,0.123703,0.241354,0.418451
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,sunsal,0.142020,0.001659,-0.000555,0.117236,-0.000387,0.213735,0.301033,0.368938
16,1,"dirichlet_alpha=0.4,nonlinearity_gamma=0.25,snr_db=inf",6088,vpgdu,0.041378,0.010447,0.000000,0.112214,0.102353,0.126167,0.096631,0.562636
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,true,0.000000,0.000000,0.018192,0.222609,0.165288,0.336313,0.213500,0.044099
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,gbm,0.006374,0.000511,0.014990,0.229523,0.158874,0.328417,0.222410,0.045787
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,kan,0.011625,0.004854,0.025805,0.200240,0.159450,0.341577,0.215115,0.057813
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,mlp,0.059285,0.003029,0.063944,0.160437,0.211155,0.357699,0.112996,0.093768
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,sunsal,0.009099,0.000033,0.010973,0.233397,0.156732,0.330333,0.227904,0.040661
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5056,vpgdu,0.068323,0.001552,0.067015,0.148907,0.242085,0.350924,0.103202,0.087867
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,true,0.000000,0.000000,0.235547,0.002589,0.511332,0.161989,0.065491,0.023052
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,gbm,0.016466,0.000765,0.219154,0.023948,0.495688,0.149511,0.087869,0.023831
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,kan,0.031687,0.004597,0.203606,0.066037,0.496601,0.146223,0.048978,0.038556
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,mlp,0.100307,0.002238,0.084501,0.162343,0.441241,0.122903,0.132226,0.056786
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,sunsal,0.013144,0.000048,0.223428,0.020301,0.499358,0.152526,0.083844,0.020543
17,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.0,snr_db=inf",5828,vpgdu,0.065289,0.001100,0.174327,0.090368,0.445917,0.130924,0.157173,0.001291
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,true,0.000000,0.009433,0.162925,0.160108,0.115218,0.246666,0.087334,0.227748
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,gbm,0.105878,0.006927,0.087547,0.229738,0.000400,0.301254,0.258873,0.122188
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,kan,0.010965,0.010297,0.178406,0.149355,0.107471,0.240893,0.102550,0.221326
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,mlp,0.053524,0.010032,0.173989,0.146656,0.121182,0.194335,0.192095,0.171743
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,sunsal,0.137192,0.001948,0.058320,0.231935,0.000627,0.370026,0.283989,0.055104
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",3168,vpgdu,0.058359,0.012420,0.090590,0.216278,0.036344,0.321028,0.091255,0.244505
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,true,0.000000,0.010752,0.423208,0.294513,0.020326,0.196630,0.012366,0.052957
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,gbm,0.031443,0.008729,0.376322,0.327631,0.000784,0.243183,0.005411,0.046670
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,kan,0.040326,0.017871,0.351042,0.285953,0.070833,0.185710,0.054842,0.051620
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,mlp,0.057070,0.009730,0.421368,0.341734,0.046046,0.073187,0.042961,0.074703
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,sunsal,0.077350,0.002302,0.320940,0.356308,-0.000631,0.330002,-0.003534,-0.003084
18,1,"dirichlet_alpha=1.0,nonlinearity_gamma=0.25,snr_db=inf",7909,vpgdu,0.038455,0.016448,0.376474,0.285258,0.000000,0.273411,0.000000,0.064857
